"","GENE","FREQUENCY"
"3078","H2AFJ",0.017
"3079","IMPA2",0.017
"3080","KIF9",0.017
"3081","PLA2G4A",0.017
"3082","PRSS22",0.017
"3083","SMIM5",0.017
"3084","TBCB",0.017
"3085","TIMM29",0.017
"3086","TJAP1",0.017
"3087","TMEM168",0.017
"3088","AMN",0.016
"3089","APMAP",0.016
"3090","C14orf166",0.016
"3091","CCDC167",0.016
"3092","DSC3",0.016
"3093","FOXA1",0.016
"3094","FTLP2",0.016
"3095","GABARAPL1",0.016
"3096","LRRC1",0.016
"3097","NMRAL1",0.016
"3098","PFDN1",0.016
"3099","POLR2B",0.016
"3100","RPL32P3",0.016
"3101","TSEN54",0.016
"3102","AC078883.2",0.015
"3103","AMOTL1",0.015
"3104","BUD23",0.015
"3105","C1orf174",0.015
"3106","CD58",0.015
"3107","DCTN4",0.015
"3108","EIF3FP3",0.015
"3109","IK",0.015
"3110","NCBP2",0.015
"3111","NF1",0.015
"3112","NF2",0.015
"3113","PBDC1",0.015
"3114","RLIM",0.015
"3115","SRPK1",0.015
"3116","ACACA",0.014
"3117","AEN",0.014
"3118","ANKRD13C",0.014
"3119","AP3S1",0.014
"3120","ATP6V1D",0.014
"3121","BLOC1S1",0.014
"3122","C11orf68",0.014
"3123","CGGBP1",0.014
"3124","DCAF11",0.014
"3125","FEZ2",0.014
"3126","HDGFL3",0.014
"3127","INPP4B",0.014
"3128","ITPRIPL2",0.014
"3129","RASAL2",0.014
"3130","RBMS2",0.014
"3131","RDH14",0.014
"3132","SEMA3C",0.014
"3133","SERPINH1",0.014
"3134","TAX1BP3",0.014
"3135","ZC3H8",0.014
"3136","AC112191.2",0.013
"3137","AIMP1",0.013
"3138","AL513043.1",0.013
"3139","AL683813.1",0.013
"3140","ANXA5",0.013
"3141","ATP5G2",0.013
"3142","CCDC93",0.013
"3143","EXOC6",0.013
"3144","GOLT1A",0.013
"3145","GRHL3",0.013
"3146","GTF2H5",0.013
"3147","KAT7",0.013
"3148","KLHL21",0.013
"3149","MRPL15",0.013
"3150","NGLY1",0.013
"3151","OSBPL1A",0.013
"3152","PRCC",0.013
"3153","RBM17",0.013
"3154","SNRNP35",0.013
"3155","TBRG4",0.013
"3156","ZFX",0.013
"3157","AATF",0.012
"3158","AC003681.1",0.012
"3159","AKAP9",0.012
"3160","AL592114.1",0.012
"3161","BCAT2",0.012
"3162","C15orf61",0.012
"3163","CBWD1",0.012
"3164","CLK3",0.012
"3165","COPS7A",0.012
"3166","EIF2S1",0.012
"3167","EIF4B",0.012
"3168","GMFB",0.012
"3169","GOLGA3",0.012
"3170","GTF2B",0.012
"3171","HOOK1",0.012
"3172","MKNK1",0.012
"3173","MPRIP",0.012
"3174","REPIN1",0.012
"3175","SRSF10",0.012
"3176","TMX1",0.012
"3177","TYW3",0.012
"3178","XPO4",0.012
"3179","ADAT2",0.011
"3180","ALG3",0.011
"3181","ARL5B",0.011
"3182","ATIC",0.011
"3183","BCKDK",0.011
"3184","CDKN2AIP",0.011
"3185","CHURC1",0.011
"3186","CREBZF",0.011
"3187","CUTC",0.011
"3188","DGKH",0.011
"3189","MLEC",0.011
"3190","MRPL47",0.011
"3191","MTUS1",0.011
"3192","MYCBP2",0.011
"3193","NUMB",0.011
"3194","OSMR",0.011
"3195","PSME3",0.011
"3196","RPL13AP25",0.011
"3197","SKIV2L2",0.011
"3198","SLC39A6",0.011
"3199","SUMO1",0.011
"3200","TBRG1",0.011
"3201","TMEM68",0.011
"3202","TUG1",0.011
"3203","AC109326.1",0.01
"3204","AGAP3",0.01
"3205","CD320",0.01
"3206","COMMD3",0.01
"3207","DRG1",0.01
"3208","EFNA4",0.01
"3209","FUOM",0.01
"3210","GPC1",0.01
"3211","HOMER3",0.01
"3212","KCTD9",0.01
"3213","LATS2",0.01
"3214","LONRF3",0.01
"3215","MARCKS",0.01
"3216","MSI2",0.01
"3217","MTCH2",0.01
"3218","NPDC1",0.01
"3219","NUP35",0.01
"3220","PPP4R4",0.01
"3221","PRRG2",0.01
"3222","RNF34",0.01
"3223","RPS12P23",0.01
"3224","RSPRY1",0.01
"3225","RUSC1-AS1",0.01
"3226","SH3D19",0.01
"3227","SLC25A4",0.01
"3228","SLC27A5",0.01
"3229","SMURF2",0.01
"3230","TSPAN13",0.01
"3231","WASL",0.01
"3232","ZNF264",0.01
"3233","ZNF524",0.01
"3234","ZNF721",0.01
"3235","ABCB7",0.009
"3236","AL391121.1",0.009
"3237","AP3M1",0.009
"3238","BMPR2",0.009
"3239","CCT5",0.009
"3240","CDKL5",0.009
"3241","CEP57",0.009
"3242","DANCR",0.009
"3243","DTWD1",0.009
"3244","EDEM1",0.009
"3245","EPS8L2",0.009
"3246","FAM208B",0.009
"3247","KLHL28",0.009
"3248","LAS1L",0.009
"3249","LGMN",0.009
"3250","LINC02210",0.009
"3251","MAFB",0.009
"3252","N4BP2L1",0.009
"3253","PAXBP1",0.009
"3254","PPARA",0.009
"3255","PRPF4",0.009
"3256","PTGFRN",0.009
"3257","RASSF1",0.009
"3258","RPF1",0.009
"3259","SEC11C",0.009
"3260","SLC39A14",0.009
"3261","SMIM14",0.009
"3262","SPG11",0.009
"3263","SRPK2",0.009
"3264","STEAP2",0.009
"3265","STX6",0.009
"3266","TLCD1",0.009
"3267","TM4SF1-AS1",0.009
"3268","TMEM223",0.009
"3269","YBEY",0.009
"3270","YOD1",0.009
"3271","ZDHHC6",0.009
"3272","ACSL3",0.008
"3273","AHI1",0.008
"3274","ALAS1",0.008
"3275","BTG3",0.008
"3276","CANT1",0.008
"3277","CEBPZOS",0.008
"3278","CSPP1",0.008
"3279","DIP2B",0.008
"3280","EP400",0.008
"3281","EP400NL",0.008
"3282","GFM1",0.008
"3283","GLS",0.008
"3284","GNPNAT1",0.008
"3285","GPBP1",0.008
"3286","GTF2F2",0.008
"3287","HP1BP3",0.008
"3288","LINC00958",0.008
"3289","LRRC47",0.008
"3290","MAP3K13",0.008
"3291","MCMBP",0.008
"3292","MRPS26",0.008
"3293","PGAM5",0.008
"3294","PIK3IP1",0.008
"3295","RNF44",0.008
"3296","RPL11P3",0.008
"3297","RPL34P27",0.008
"3298","SCUBE2",0.008
"3299","SERINC1",0.008
"3300","SOX7",0.008
"3301","SUPT6H",0.008
"3302","TCEAL9",0.008
"3303","TCTN3",0.008
"3304","TMEM126A",0.008
"3305","TMEM57",0.008
"3306","TOR1A",0.008
"3307","TRA2B",0.008
"3308","YY1AP1",0.008
"3309","ZFAND2A",0.008
"3310","ZNF664",0.008
"3311","AC107075.1",0.007
"3312","AL590682.1",0.007
"3313","ANXA11",0.007
"3314","ANXA7",0.007
"3315","BLZF1",0.007
"3316","CXorf38",0.007
"3317","DDX23",0.007
"3318","DUSP16",0.007
"3319","EBPL",0.007
"3320","ENTPD5",0.007
"3321","EPC2",0.007
"3322","FAAP20",0.007
"3323","FRYL",0.007
"3324","HOOK3",0.007
"3325","KDM3B",0.007
"3326","KIN",0.007
"3327","LEO1",0.007
"3328","LYSMD3",0.007
"3329","MTF1",0.007
"3330","PDE9A",0.007
"3331","PPT1",0.007
"3332","RAB6A",0.007
"3333","RNASEH1",0.007
"3334","RNASEH2C",0.007
"3335","RNF149",0.007
"3336","SCCPDH",0.007
"3337","SH3RF1",0.007
"3338","SIK3",0.007
"3339","SMAD5",0.007
"3340","SRP72",0.007
"3341","STK10",0.007
"3342","TMEM41B",0.007
"3343","TOPORS",0.007
"3344","TRAK1",0.007
"3345","TRNAU1AP",0.007
"3346","XRN2",0.007
"3347","ZNF562",0.007
"3348","ZNF791",0.007
"3349","ARL16",0.006
"3350","ARNTL2",0.006
"3351","ATP5G1",0.006
"3352","C16orf74",0.006
"3353","C18orf25",0.006
"3354","CARNMT1",0.006
"3355","CDC34",0.006
"3356","CHCHD1",0.006
"3357","CHD3",0.006
"3358","CSNK1G2",0.006
"3359","DR1",0.006
"3360","DUOXA1",0.006
"3361","FAM192A",0.006
"3362","FBXO45",0.006
"3363","GANC",0.006
"3364","ING3",0.006
"3365","ITSN1",0.006
"3366","KIAA1522",0.006
"3367","LITAF",0.006
"3368","LRPAP1",0.006
"3369","MIER1",0.006
"3370","MOGS",0.006
"3371","MPZL2",0.006
"3372","MRPS21",0.006
"3373","NUDT1",0.006
"3374","POLD2",0.006
"3375","PPHLN1",0.006
"3376","PPP1R15B",0.006
"3377","RAPGEFL1",0.006
"3378","RPL7P1",0.006
"3379","SFT2D1",0.006
"3380","SLC35A4",0.006
"3381","TCAIM",0.006
"3382","YAP1",0.006
"3383","Z74021.1",0.006
"3384","ZNF75A",0.006
"3385","ZNF880",0.006
"3386","ADH5",0.005
"3387","APOL1",0.005
"3388","ATRX",0.005
"3389","C19orf70",0.005
"3390","CCNT2",0.005
"3391","CERS6",0.005
"3392","CHMP4A",0.005
"3393","DECR1",0.005
"3394","DLST",0.005
"3395","DUOX2",0.005
"3396","FAM110A",0.005
"3397","GOLM1",0.005
"3398","HNRNPUL1",0.005
"3399","KPNA4",0.005
"3400","LTA4H",0.005
"3401","MT-RNR1",0.005
"3402","MTCO2P2",0.005
"3403","NAV3",0.005
"3404","NUDC",0.005
"3405","PDCD2",0.005
"3406","PDCD5P1",0.005
"3407","PHF10",0.005
"3408","PIBF1",0.005
"3409","PRR14",0.005
"3410","RBBP7",0.005
"3411","RDH11",0.005
"3412","RHPN2",0.005
"3413","RNF138",0.005
"3414","RP9",0.005
"3415","RPL35P1",0.005
"3416","RPS27AP16",0.005
"3417","SATB1",0.005
"3418","SF3A1",0.005
"3419","SH2D3A",0.005
"3420","SLC35B1",0.005
"3421","SMIM26",0.005
"3422","STX3",0.005
"3423","TCEAL8",0.005
"3424","TEAD3",0.005
"3425","TRAM1",0.005
"3426","WDR13",0.005
"3427","ZNF26",0.005
"3428","ADPRM",0.004
"3429","AKAP1",0.004
"3430","AL136968.2",0.004
"3431","BAMBI",0.004
"3432","BCAP29",0.004
"3433","BNIP2",0.004
"3434","C12orf10",0.004
"3435","C12orf73",0.004
"3436","C16orf52",0.004
"3437","CERS5",0.004
"3438","CGN",0.004
"3439","CIAPIN1",0.004
"3440","CRLS1",0.004
"3441","DAD1",0.004
"3442","DIAPH1",0.004
"3443","DOCK7",0.004
"3444","EGFR",0.004
"3445","EPS8L1",0.004
"3446","FARP1",0.004
"3447","FBRS",0.004
"3448","GTF2A1",0.004
"3449","H2AFY2",0.004
"3450","HCFC1R1",0.004
"3451","HINT3",0.004
"3452","HSPE1",0.004
"3453","IGSF8",0.004
"3454","IMMT",0.004
"3455","KAZN",0.004
"3456","KDM1A",0.004
"3457","LHFPL6",0.004
"3458","MAP1B",0.004
"3459","MFSD10",0.004
"3460","MLF1",0.004
"3461","MME",0.004
"3462","NCEH1",0.004
"3463","PET117",0.004
"3464","PLGRKT",0.004
"3465","PMVK",0.004
"3466","PNPT1",0.004
"3467","PSAT1",0.004
"3468","PTCD3",0.004
"3469","RBM39",0.004
"3470","RPP25",0.004
"3471","SGMS1",0.004
"3472","SHTN1",0.004
"3473","SMIM29",0.004
"3474","SNRPA1",0.004
"3475","SQOR",0.004
"3476","SYTL2",0.004
"3477","TIMMDC1",0.004
"3478","TMEM109",0.004
"3479","TMEM128",0.004
"3480","TMEM183A",0.004
"3481","TSC22D3",0.004
"3482","VARS",0.004
"3483","VPS13C",0.004
"3484","XPA",0.004
"3485","ABHD2",0.003
"3486","AC004520.1",0.003
"3487","ACAT1",0.003
"3488","AL359092.2",0.003
"3489","AL390719.1",0.003
"3490","ARHGAP12",0.003
"3491","BICD2",0.003
"3492","BOLA1",0.003
"3493","CHST15",0.003
"3494","CLPTM1L",0.003
"3495","CTU2",0.003
"3496","CUEDC1",0.003
"3497","CUL1",0.003
"3498","DEDD2",0.003
"3499","DUSP12",0.003
"3500","EPN1",0.003
"3501","ERBB3",0.003
"3502","ESRP1",0.003
"3503","FAIM",0.003
"3504","FSCN1",0.003
"3505","HINT1P1",0.003
"3506","HIP1R",0.003
"3507","HIST3H2A",0.003
"3508","HSCB",0.003
"3509","HSD17B4",0.003
"3510","HSPH1",0.003
"3511","KLHDC4",0.003
"3512","KNOP1",0.003
"3513","MAPK10",0.003
"3514","MBOAT7",0.003
"3515","MRPL11",0.003
"3516","MRPS14",0.003
"3517","MTG2",0.003
"3518","PABPN1",0.003
"3519","PDS5A",0.003
"3520","PET100",0.003
"3521","PLEKHM1P1",0.003
"3522","PLPP5",0.003
"3523","PPP1R12B",0.003
"3524","RAB13",0.003
"3525","RAB4A",0.003
"3526","RANBP1",0.003
"3527","RNMT",0.003
"3528","RPL24P4",0.003
"3529","SH3GLB2",0.003
"3530","SLC31A1",0.003
"3531","SMARCA5",0.003
"3532","SORBS3",0.003
"3533","SPIRE2",0.003
"3534","SUCLG1",0.003
"3535","TRMT13",0.003
"3536","TRMT6",0.003
"3537","TSPAN2",0.003
"3538","TULP4",0.003
"3539","VPS13A",0.003
"3540","ACTL6A",0.002
"3541","AFG3L2",0.002
"3542","AHCTF1",0.002
"3543","AL022238.2",0.002
"3544","ASCC1",0.002
"3545","ATAD2B",0.002
"3546","BCL9L",0.002
"3547","CHCHD4",0.002
"3548","CNOT11",0.002
"3549","CSE1L",0.002
"3550","CYP20A1",0.002
"3551","DEDD",0.002
"3552","ENY2",0.002
"3553","ETNK2",0.002
"3554","EXOC3",0.002
"3555","FAM173A",0.002
"3556","FDX1",0.002
"3557","GBP1",0.002
"3558","GPATCH8",0.002
"3559","GRHPR",0.002
"3560","HSP90B2P",0.002
"3561","KIF1B",0.002
"3562","MBD4",0.002
"3563","MCM7",0.002
"3564","METTL2B",0.002
"3565","MRPL41",0.002
"3566","NDUFAF2",0.002
"3567","NIT2",0.002
"3568","NRIP1",0.002
"3569","NXT2",0.002
"3570","PDCD6",0.002
"3571","PEPD",0.002
"3572","PICALM",0.002
"3573","PITRM1",0.002
"3574","PLA2G16",0.002
"3575","PLEC",0.002
"3576","PLEKHJ1",0.002
"3577","PNN",0.002
"3578","POLR2J",0.002
"3579","PRSS3",0.002
"3580","PTAR1",0.002
"3581","PTPN13",0.002
"3582","RABGAP1L",0.002
"3583","RAP1GDS1",0.002
"3584","RASSF6",0.002
"3585","RPL35AP21",0.002
"3586","SAR1B",0.002
"3587","SCYL1",0.002
"3588","SESN2",0.002
"3589","SLC25A22",0.002
"3590","SLC37A1",0.002
"3591","SLC44A4",0.002
"3592","SMARCE1",0.002
"3593","TAF8",0.002
"3594","TDRP",0.002
"3595","TMEM165",0.002
"3596","TMEM167A",0.002
"3597","TMEM205",0.002
"3598","TOX3",0.002
"3599","TVP23B",0.002
"3600","VAPB",0.002
"3601","VTI1A",0.002
"3602","ZNF160",0.002
"3603","ZNF451",0.002
"3604","ABCC1",0.001
"3605","ABI2",0.001
"3606","AC012065.5",0.001
"3607","AC020898.1",0.001
"3608","AC093768.1",0.001
"3609","AC244153.1",0.001
"3610","ADCK2",0.001
"3611","AGTRAP",0.001
"3612","AL355032.1",0.001
"3613","AL450998.1",0.001
"3614","ANKRD36",0.001
"3615","APPBP2",0.001
"3616","APTR",0.001
"3617","ARFGEF3",0.001
"3618","ASB1",0.001
"3619","ATMIN",0.001
"3620","ATP5S",0.001
"3621","B3GALT6",0.001
"3622","BAG4",0.001
"3623","BCAM",0.001
"3624","CAPN1",0.001
"3625","CCNB1IP1",0.001
"3626","CCNG2",0.001
"3627","CCT3",0.001
"3628","CDC42SE1",0.001
"3629","CDH3",0.001
"3630","CDK12",0.001
"3631","COA7",0.001
"3632","COG5",0.001
"3633","COPS9",0.001
"3634","CORO1B",0.001
"3635","CWC22",0.001
"3636","CYB561",0.001
"3637","DCAF13",0.001
"3638","DDX27",0.001
"3639","DNAJB2",0.001
"3640","DUT",0.001
"3641","DYRK2",0.001
"3642","EGLN1",0.001
"3643","EHF",0.001
"3644","ENC1",0.001
"3645","FBXW2",0.001
"3646","FHL1",0.001
"3647","FOXN2",0.001
"3648","FOXN3",0.001
"3649","GALNT11",0.001
"3650","GGA2",0.001
"3651","GLA",0.001
"3652","GPR108",0.001
"3653","HGNC:18790",0.001
"3654","HNRNPCP2",0.001
"3655","HUWE1",0.001
"3656","IRF2",0.001
"3657","KCTD20",0.001
"3658","KDM3A",0.001
"3659","KLHL5",0.001
"3660","LONP1",0.001
"3661","LTBP3",0.001
"3662","MED27",0.001
"3663","MGAT1",0.001
"3664","MLF2",0.001
"3665","MYOF",0.001
"3666","MYZAP",0.001
"3667","NDUFA6",0.001
"3668","NDUFB6",0.001
"3669","NECTIN4",0.001
"3670","NFE2L2",0.001
"3671","NPAS2",0.001
"3672","NPM3",0.001
"3673","NPTN",0.001
"3674","OCIAD2",0.001
"3675","PDLIM1",0.001
"3676","PHYKPL",0.001
"3677","PRKAR2A",0.001
"3678","PRPF18",0.001
"3679","PRPF39",0.001
"3680","PSMC3",0.001
"3681","RAB27B",0.001
"3682","RBM12",0.001
"3683","RBM19",0.001
"3684","RPL21P131",0.001
"3685","RPL23AP2",0.001
"3686","RRAS2",0.001
"3687","SEPT9",0.001
"3688","SLC35D2",0.001
"3689","SPATS2L",0.001
"3690","SREK1IP1",0.001
"3691","TADA3",0.001
"3692","TAPBP",0.001
"3693","THG1L",0.001
"3694","TJP3",0.001
"3695","TMEM14C",0.001
"3696","TMEM251",0.001
"3697","TRAPPC3",0.001
"3698","TRIM4",0.001
"3699","TSFM",0.001
"3700","WRN",0.001
"3701","ZFPL1",0.001
"3702","ZNF12",0.001
"3703","ZNF677",0.001
"3704","ZNF701",0.001
