"","GENE","FREQUENCY"
"2074","IDH3B",0.241
"2075","MPHOSPH6",0.241
"2076","CARD19",0.24
"2077","ILVBL",0.24
"2078","MYADM",0.24
"2079","RERG",0.24
"2080","ZFAND3",0.24
"2081","FXR1",0.239
"2082","RBMS1",0.239
"2083","C8orf59",0.238
"2084","RANBP1",0.238
"2085","ANXA7",0.237
"2086","POLR2B",0.237
"2087","PRKAR1A",0.237
"2088","RPS19P3",0.237
"2089","TMSB10",0.237
"2090","AC027290.2",0.236
"2091","DUSP23",0.236
"2092","KCNG1",0.236
"2093","KMT2E",0.235
"2094","LIN7C",0.235
"2095","PSMD11",0.235
"2096","RPS20P14",0.235
"2097","SF3B5",0.235
"2098","CCT3",0.234
"2099","CFAP97",0.234
"2100","FKBP10",0.234
"2101","MRPL57",0.234
"2102","PEX11B",0.234
"2103","RABL6",0.234
"2104","JMY",0.233
"2105","MRPS31",0.233
"2106","RALA",0.233
"2107","TMED2",0.233
"2108","BUB3",0.232
"2109","GNAI3",0.232
"2110","MAP3K7",0.232
"2111","MMP24-AS1",0.232
"2112","REPS1",0.232
"2113","SNX8",0.232
"2114","TMTC3",0.232
"2115","EIF4A2",0.231
"2116","ISCU",0.231
"2117","ZNF714",0.231
"2118","ABRACL",0.23
"2119","ARSD",0.23
"2120","RNASE1",0.23
"2121","ANKRD10-IT1",0.229
"2122","BRIX1",0.229
"2123","DHCR24",0.229
"2124","FTLP3",0.229
"2125","C16orf74",0.228
"2126","CANX",0.228
"2127","CSTA",0.228
"2128","GTF2F2",0.228
"2129","HMGCS1",0.228
"2130","LINC02001",0.228
"2131","MSLN",0.228
"2132","RPF2",0.228
"2133","SMNDC1",0.228
"2134","SPNS1",0.228
"2135","ST3GAL2",0.228
"2136","ZNF664",0.228
"2137","AHSA2",0.227
"2138","ARFIP1",0.227
"2139","BID",0.227
"2140","COL9A1",0.227
"2141","NOL3",0.227
"2142","PGK1",0.227
"2143","C2orf76",0.226
"2144","MEAF6",0.226
"2145","ZFC3H1",0.226
"2146","ACTL6A",0.225
"2147","C14orf2",0.225
"2148","GRK6",0.225
"2149","JPT2",0.225
"2150","KLF9",0.225
"2151","LLPH",0.225
"2152","MAPK6",0.225
"2153","MTHFD2",0.225
"2154","PQLC3",0.225
"2155","PRKCI",0.225
"2156","TIMM17A",0.225
"2157","INSIG2",0.224
"2158","RER1",0.222
"2159","ZFAS1",0.222
"2160","CBFB",0.221
"2161","SDF2",0.22
"2162","ARID2",0.219
"2163","FABP5",0.219
"2164","SDHC",0.219
"2165","C2orf69",0.218
"2166","HADHB",0.218
"2167","MAP4K4",0.218
"2168","RIMKLB",0.218
"2169","DAPK2",0.217
"2170","ECT2",0.217
"2171","GADD45GIP1",0.217
"2172","GMFB",0.217
"2173","HDDC2",0.217
"2174","MALSU1",0.217
"2175","SLC25A32",0.217
"2176","TMEM216",0.217
"2177","ZCRB1",0.217
"2178","ACTB",0.215
"2179","ADIPOR1",0.215
"2180","ALDOA",0.215
"2181","C14orf166",0.215
"2182","CGGBP1",0.215
"2183","GNB4",0.215
"2184","GTF2E2",0.215
"2185","H3F3AP6",0.215
"2186","NNT",0.215
"2187","SEPHS2",0.215
"2188","TMEM109",0.215
"2189","AC007969.1",0.214
"2190","ALG3",0.214
"2191","CDKN3",0.214
"2192","LRIF1",0.214
"2193","MTRR",0.214
"2194","TNNT1",0.214
"2195","TNRC18",0.214
"2196","ATF3",0.213
"2197","FERMT1",0.213
"2198","GLTP",0.213
"2199","PSMD4",0.213
"2200","ATP6V1E1",0.211
"2201","HLA-C",0.211
"2202","KLHL21",0.211
"2203","MSN",0.211
"2204","PAK2",0.211
"2205","RABGAP1L",0.211
"2206","INHBA",0.21
"2207","PSMG2",0.21
"2208","OLFM2",0.209
"2209","SLC12A2",0.209
"2210","GATAD2B",0.208
"2211","TOB2",0.208
"2212","AC008124.1",0.207
"2213","CYR61",0.207
"2214","TIMMDC1",0.207
"2215","COX19",0.206
"2216","NOV",0.206
"2217","SLC25A30",0.206
"2218","POLR2H",0.205
"2219","RNH1",0.205
"2220","RPL21P16",0.205
"2221","YWHAB",0.205
"2222","C5orf66-AS1",0.204
"2223","CISD1",0.204
"2224","CWC27",0.204
"2225","DNAJA2",0.204
"2226","EPS8L2",0.204
"2227","FBXO3",0.204
"2228","IMMT",0.204
"2229","NMRAL1",0.204
"2230","NUDC",0.204
"2231","PTRHD1",0.204
"2232","RPS4XP11",0.204
"2233","SIVA1",0.204
"2234","SNRPC",0.204
"2235","TXNDC17",0.204
"2236","DHCR7",0.203
"2237","SENP6",0.203
"2238","SNHG1",0.203
"2239","CBWD2",0.202
"2240","ING1",0.202
"2241","YTHDC1",0.202
"2242","AC011979.1",0.201
"2243","ADK",0.201
"2244","HMG20B",0.201
"2245","PNPLA4",0.201
"2246","TARDBP",0.201
"2247","EED",0.2
"2248","KLK1",0.2
"2249","LCLAT1",0.2
"2250","MAD2L1BP",0.2
"2251","ACVR2A",0.199
"2252","IDH3G",0.199
"2253","KDELR3",0.199
"2254","MDH1",0.199
"2255","C15orf52",0.198
"2256","SND1",0.198
"2257","HIGD2A",0.197
"2258","ZNF706",0.197
"2259","CUL5",0.196
"2260","KPNA4",0.196
"2261","MRPL3",0.196
"2262","MRPL47",0.196
"2263","PDK1",0.196
"2264","CDKN1B",0.195
"2265","SELENOH",0.195
"2266","SPAG9",0.195
"2267","DGCR2",0.194
"2268","FAM117B",0.193
"2269","SNRPB",0.193
"2270","AP006621.3",0.191
"2271","CBX3",0.191
"2272","LINC01956",0.191
"2273","PSMD9",0.191
"2274","RNF216P1",0.191
"2275","TUBGCP2",0.191
"2276","COG6",0.19
"2277","PFN2",0.19
"2278","RBM26",0.19
"2279","RIOK1",0.19
"2280","AC019205.3",0.189
"2281","ACTN1",0.189
"2282","ATF7IP",0.189
"2283","ERRFI1",0.189
"2284","SRSF7",0.189
"2285","LINC01006",0.188
"2286","MRPL52",0.188
"2287","NTHL1",0.188
"2288","ROCK2",0.188
"2289","TCEA2",0.188
"2290","DEAF1",0.187
"2291","H2AFJ",0.187
"2292","LINC00393",0.187
"2293","MECP2",0.187
"2294","TXNRD2",0.187
"2295","CST3",0.186
"2296","ERH",0.186
"2297","GOLPH3",0.186
"2298","IREB2",0.186
"2299","SLC25A36",0.186
"2300","SPINT1-AS1",0.186
"2301","SYAP1",0.186
"2302","YIF1A",0.186
"2303","C12orf45",0.185
"2304","C9orf85",0.185
"2305","CCNE1",0.185
"2306","PXMP4",0.185
"2307","ENY2",0.184
"2308","TMEM147",0.184
"2309","TOR1A",0.184
"2310","ZNF581",0.184
"2311","AC107294.2",0.183
"2312","PHLDA1",0.182
"2313","RBM25",0.182
"2314","SORBS1",0.182
"2315","KLF12",0.181
"2316","SULF2",0.181
"2317","AC090897.1",0.18
"2318","FAIM",0.18
"2319","FAM210B",0.18
"2320","NUPR2",0.18
"2321","SOX9",0.18
"2322","TMEM250",0.18
"2323","TRIM52-AS1",0.18
"2324","CDKN2D",0.179
"2325","DCAKD",0.179
"2326","AC010468.1",0.178
"2327","PLEC",0.178
"2328","VPS26A",0.178
"2329","CDS2",0.177
"2330","FGFR1OP2",0.177
"2331","GDI2",0.177
"2332","ID3",0.177
"2333","NOL10",0.177
"2334","BABAM1",0.176
"2335","GTF2H5",0.176
"2336","MFAP5",0.176
"2337","PNN",0.176
"2338","AC044787.1",0.175
"2339","CCDC130",0.175
"2340","CHMP5",0.175
"2341","COMMD1",0.175
"2342","ELF2",0.175
"2343","GATD1",0.175
"2344","NELFE",0.175
"2345","PTPN12",0.175
"2346","SMG7",0.175
"2347","SPINT1",0.175
"2348","TMEM68",0.175
"2349","DNAJC5",0.174
"2350","FZD3",0.174
"2351","LARP4",0.174
"2352","MAP1S",0.174
"2353","PTRH2",0.174
"2354","RNF41",0.174
"2355","SEC23B",0.174
"2356","AP2B1",0.173
"2357","ARPP19",0.173
"2358","GJB2",0.173
"2359","PDCD5",0.173
"2360","ACAN",0.172
"2361","LIPH",0.172
"2362","NAPG",0.172
"2363","NUMB",0.172
"2364","PDLIM4",0.172
"2365","RPL10P9",0.172
"2366","ELF3-AS1",0.171
"2367","MPZL1",0.171
"2368","RCHY1",0.171
"2369","YIPF4",0.171
"2370","AC022431.1",0.17
"2371","CHD1",0.17
"2372","DR1",0.17
"2373","DYNC1I1",0.17
"2374","KIAA1217",0.17
"2375","MAP1LC3B2",0.17
"2376","MKKS",0.17
"2377","SF3B2",0.17
"2378","SPATA33",0.17
"2379","DYNC1I2",0.169
"2380","AAGAB",0.168
"2381","AC008770.1",0.168
"2382","AC010642.2",0.168
"2383","AC064799.1",0.168
"2384","CRIM1",0.168
"2385","EIF3J-AS1",0.168
"2386","HAT1",0.168
"2387","PGM3",0.168
"2388","SEPT10",0.168
"2389","AC099560.2",0.167
"2390","FRG1BP",0.167
"2391","LDOC1",0.167
"2392","MYLK-AS1",0.167
"2393","PRPF40A",0.167
"2394","REXO2",0.167
"2395","SESTD1",0.167
"2396","SLC29A1",0.167
"2397","CD82",0.166
"2398","FRYL",0.166
"2399","ICA1",0.166
"2400","PPFIBP1",0.166
"2401","SGK1",0.166
"2402","SMDT1",0.166
"2403","AZI2",0.165
"2404","C6orf136",0.165
"2405","CTDSP2",0.165
"2406","FAM192A",0.165
"2407","ISCA1",0.165
"2408","LINC00476",0.165
"2409","RTCA",0.165
"2410","SPTY2D1",0.165
"2411","TAOK1",0.165
"2412","TM4SF1-AS1",0.165
"2413","TPGS2",0.165
"2414","DYRK4",0.164
"2415","MCM7",0.164
"2416","MROH1",0.164
"2417","RALGAPB",0.164
"2418","RPP25L",0.164
"2419","SSH2",0.164
"2420","AL450998.1",0.163
"2421","DMAC2",0.163
"2422","FIBP",0.163
"2423","NOP56",0.163
"2424","PAIP1",0.163
"2425","REXO4",0.163
"2426","AC002075.2",0.162
"2427","HLA-DRB5",0.162
"2428","ABHD13",0.161
"2429","PDIA4",0.161
"2430","SMIM30",0.161
"2431","DNAJC8",0.16
"2432","GFOD2",0.16
"2433","RPL9P7",0.16
"2434","AC079250.1",0.159
"2435","C19orf81",0.159
"2436","CDC25B",0.159
"2437","KLF3",0.159
"2438","KLK8",0.159
"2439","NCSTN",0.159
"2440","NUDCD1",0.159
"2441","RPL7P23",0.159
"2442","SGCE",0.159
"2443","SMC2",0.159
"2444","ZNF207",0.159
"2445","AC007906.2",0.158
"2446","COX5A",0.158
"2447","RNU7-49P",0.158
"2448","AC090498.1",0.157
"2449","PPP4R2",0.157
"2450","RPL12P38",0.157
"2451","TMX2",0.157
"2452","TXLNA",0.157
"2453","COL6A1",0.156
"2454","DUS1L",0.156
"2455","LAS1L",0.156
"2456","NDUFB4",0.156
"2457","TBC1D9B",0.156
"2458","BAP1",0.155
"2459","FO393411.1",0.155
"2460","MRPS16",0.155
"2461","MRM2",0.154
"2462","R3HCC1",0.154
"2463","RPA1",0.154
"2464","SCD",0.154
"2465","APTX",0.153
"2466","GAL",0.153
"2467","GNAS",0.153
"2468","RPL21P39",0.153
"2469","KRT7",0.152
"2470","PDZD2",0.152
"2471","AC003002.1",0.151
"2472","MCUR1",0.151
"2473","MRPL13",0.151
"2474","MTCH1",0.151
"2475","APEX1",0.15
"2476","MED13",0.15
"2477","RRAGB",0.15
"2478","ARFGEF1",0.149
"2479","DZIP1",0.149
"2480","GCC2",0.149
"2481","AC008026.1",0.148
"2482","C1orf35",0.148
"2483","CHMP3",0.148
"2484","KHDRBS1",0.148
"2485","LIMS1",0.148
"2486","NR4A2",0.148
"2487","PGRMC1",0.148
"2488","PIN4",0.148
"2489","POLE3",0.148
"2490","RAB5C",0.148
"2491","RAP2A",0.148
"2492","ARID4A",0.146
"2493","BRD2",0.146
"2494","TBC1D15",0.146
"2495","ZNF672",0.146
"2496","AHNAK2",0.145
"2497","CLTC",0.145
"2498","CSNK2A1",0.145
"2499","ETS2",0.145
"2500","GOT1",0.145
"2501","GPBP1",0.145
"2502","HDAC1",0.145
"2503","KDELR2",0.145
"2504","MSI2",0.145
"2505","MTG2",0.145
"2506","PIGBOS1",0.145
"2507","SERPINH1",0.145
"2508","SLC35A3",0.145
"2509","SNHG6",0.145
"2510","SUB1",0.145
"2511","CDC5L",0.144
"2512","INPP1",0.144
"2513","MUC1",0.144
"2514","SLC17A5",0.144
"2515","TIPRL",0.144
"2516","TMEM132A",0.144
"2517","ACOT9",0.143
"2518","EPS15L1",0.143
"2519","GOLT1B",0.143
"2520","NDUFB6",0.143
"2521","RWDD1",0.143
"2522","TIMP2",0.143
"2523","PPIH",0.142
"2524","TXN",0.142
"2525","CIZ1",0.141
"2526","FTO",0.141
"2527","IFI27L2",0.141
"2528","TTC1",0.141
"2529","CHCHD5",0.14
"2530","ELOCP2",0.14
"2531","LINC02055",0.14
"2532","ARFGAP1",0.139
"2533","HLTF",0.139
"2534","POMP",0.139
"2535","PTTG1",0.139
"2536","SYF2",0.139
"2537","DNAJB6",0.138
"2538","MRFAP1L1",0.138
"2539","PSMB8",0.138
"2540","THAP7",0.138
"2541","SART1",0.137
"2542","TECR",0.137
"2543","WASL",0.137
"2544","ZFAND5",0.137
"2545","C7orf26",0.136
"2546","ASCC3",0.135
"2547","NDUFS1",0.135
"2548","SDCCAG8",0.135
"2549","TRA2B",0.135
"2550","CDK16",0.134
"2551","ETFRF1",0.134
"2552","GAPDHP1",0.134
"2553","GHITM",0.134
"2554","JKAMP",0.134
"2555","PATL1",0.134
"2556","SDE2",0.134
"2557","ERP44",0.133
"2558","LSM12",0.133
"2559","MXI1",0.133
"2560","TMEM179B",0.133
"2561","ALG2",0.132
"2562","ATP5L",0.132
"2563","CIB1",0.132
"2564","GCLM",0.132
"2565","LRPAP1",0.132
"2566","TRIM33",0.132
"2567","TTYH3",0.132
"2568","MGME1",0.131
"2569","MKLN1",0.131
"2570","ZNF790",0.131
"2571","AC246787.1",0.129
"2572","ALDH3A2",0.129
"2573","AP2A2",0.129
"2574","ASPSCR1",0.129
"2575","CYB561",0.129
"2576","SLC39A13",0.129
"2577","SLU7",0.129
"2578","VAPB",0.129
"2579","VPS41",0.129
"2580","ZFHX3",0.129
"2581","ARHGAP35",0.128
"2582","ATP6V1A",0.128
"2583","CCZ1B",0.128
"2584","CTNNBL1",0.128
"2585","HEIH",0.128
"2586","HNRNPAB",0.128
"2587","KPNA1",0.128
"2588","PYCR2",0.128
"2589","MRPL39",0.127
"2590","RPL21P11",0.127
"2591","TRAM1",0.127
"2592","PPM1A",0.126
"2593","SKAP2",0.126
"2594","FBXO2",0.125
"2595","FRA10AC1",0.125
"2596","HOXC9",0.125
"2597","MIR222HG",0.125
"2598","MIR99AHG",0.125
"2599","ZC3HAV1L",0.125
"2600","ANKRD11",0.124
"2601","ANKRD26",0.124
"2602","ATM",0.124
"2603","CPNE3",0.124
"2604","SVIL",0.124
"2605","PKP2",0.123
"2606","PTPN11",0.123
"2607","ARHGDIB",0.122
"2608","TM2D3",0.122
"2609","INTS6",0.121
"2610","OAZ2",0.121
"2611","ZNF419",0.121
"2612","ANKRD39",0.12
"2613","C1orf56",0.12
"2614","BOD1",0.119
"2615","MAPKAP1",0.119
"2616","RHOT2",0.119
"2617","DGKH",0.118
"2618","NHLRC3",0.118
"2619","PGRMC2",0.118
"2620","RBM5",0.118
"2621","RSRP1",0.118
"2622","TMEM128",0.118
"2623","ORAOV1",0.117
"2624","PKIG",0.117
"2625","ADGRG1",0.116
"2626","C9orf116",0.116
"2627","CHPT1",0.116
"2628","CXorf40B",0.116
"2629","PANK3",0.116
"2630","POLR2C",0.116
"2631","TSN",0.116
"2632","RRBP1",0.115
"2633","TUBB6",0.115
"2634","GIGYF1",0.114
"2635","GLRX3",0.114
"2636","HIST1H4C",0.114
"2637","MED11",0.114
"2638","SHOC2",0.114
"2639","LAMP2",0.113
"2640","MYO9B",0.113
"2641","PIH1D1",0.113
"2642","PRPS1",0.113
"2643","TXNRD1",0.113
"2644","CFL1",0.112
"2645","FUS",0.112
"2646","MARK2",0.112
"2647","RCN1",0.112
"2648","AHI1",0.111
"2649","CBWD5",0.111
"2650","NOTCH3",0.111
"2651","AL031587.6",0.11
"2652","ATP6V1H",0.11
"2653","GRHPR",0.11
"2654","KCTD20",0.11
"2655","NOA1",0.11
"2656","ZNF148",0.11
"2657","CHD9",0.109
"2658","ATL2",0.108
"2659","HDGF",0.108
"2660","PCNX3",0.108
"2661","PVT1",0.108
"2662","APLP2",0.107
"2663","C2orf82",0.107
"2664","WDR24",0.107
"2665","ATP6V1B2",0.106
"2666","NUB1",0.106
"2667","BET1L",0.105
"2668","BZW2",0.105
"2669","TMEM2",0.105
"2670","RITA1",0.104
"2671","AVL9",0.103
"2672","COMTD1",0.103
"2673","COX5B",0.103
"2674","GCSHP5",0.103
"2675","AC010618.3",0.102
"2676","FAM98C",0.102
"2677","GOLGA7",0.102
"2678","PSMA3-AS1",0.102
"2679","RTF1",0.102
"2680","TXNL4A",0.102
"2681","ZNF480",0.102
"2682","FTH1P2",0.101
"2683","OLA1",0.101
"2684","THUMPD3-AS1",0.101
"2685","VPS37A",0.101
"2686","ACIN1",0.1
"2687","ERV3-1",0.1
"2688","GMDS",0.1
"2689","KDM2A",0.1
"2690","RASIP1",0.1
"2691","TFB2M",0.1
"2692","TMEM14A",0.1
"2693","ANXA4",0.099
"2694","C3orf70",0.099
"2695","LNPK",0.099
"2696","PPCS",0.099
"2697","SRRT",0.099
"2698","WDR20",0.099
"2699","CREB3",0.098
"2700","DDB1",0.098
"2701","FAM96B",0.098
"2702","MAN1B1",0.098
"2703","RPL24P2",0.098
"2704","CFAP20",0.097
"2705","ETV6",0.097
"2706","GNL2",0.097
"2707","NIPSNAP1",0.097
"2708","SDCBP",0.097
"2709","TMX4",0.097
"2710","WASHC5",0.097
"2711","C16orf87",0.096
"2712","CAPZA2",0.096
"2713","AZIN1",0.095
"2714","CNTD2",0.095
"2715","COX6A1P2",0.095
"2716","NDUFAF2",0.095
"2717","RPL37P23",0.095
"2718","SLMAP",0.095
"2719","STAM",0.095
"2720","TNPO3",0.095
"2721","ALOX12-AS1",0.094
"2722","PSMA3",0.094
"2723","STK17A",0.094
"2724","KATNA1",0.093
"2725","RPL12P16",0.093
"2726","NUP98",0.092
"2727","TMEM14B",0.092
"2728","AC092017.1",0.091
"2729","C20orf196",0.091
"2730","SECISBP2L",0.091
"2731","VEGFB",0.091
"2732","BX323845.3",0.09
"2733","EIF3K",0.09
"2734","ITGB3BP",0.09
"2735","KIAA2026",0.09
"2736","RPL10P6",0.09
"2737","SAMD1",0.09
"2738","AC004130.1",0.089
"2739","EEF1B2P3",0.089
"2740","HLA-V",0.089
"2741","SLC44A1",0.089
"2742","KLHDC4",0.088
"2743","STAG3L4",0.088
"2744","TRIOBP",0.088
"2745","AC090114.1",0.087
"2746","CRELD2",0.087
"2747","LAMC2",0.087
"2748","CALU",0.086
"2749","CD63",0.086
"2750","CORO1B",0.086
"2751","HACD3",0.086
"2752","CAPN1",0.085
"2753","KDM6B",0.085
"2754","MRPS26",0.085
"2755","AC016739.1",0.084
"2756","GPALPP1",0.084
"2757","CHCHD6",0.083
"2758","DDRGK1",0.083
"2759","DDX49",0.083
"2760","RCN2",0.083
"2761","TMA16",0.083
"2762","AC020659.1",0.082
"2763","DCUN1D4",0.082
"2764","RAN",0.082
"2765","RCAN3",0.082
"2766","TSPO",0.082
"2767","LMAN1",0.081
"2768","NDUFS6",0.081
"2769","ATXN1L",0.08
"2770","FAHD2B",0.08
"2771","MOB1A",0.08
"2772","TRAPPC1",0.08
"2773","WASF2",0.08
"2774","PPA1",0.079
"2775","ANAPC16",0.078
"2776","AP1B1",0.078
"2777","C11orf1",0.078
"2778","KRTCAP2",0.078
"2779","LINC00116",0.078
"2780","MRPL18",0.078
"2781","MRPL34",0.078
"2782","PDLIM1",0.078
"2783","RP9",0.078
"2784","RUVBL1",0.078
"2785","TECRP1",0.078
"2786","XPOT",0.078
"2787","BIRC6",0.077
"2788","EMC7",0.077
"2789","GPR132",0.077
"2790","HSPE1P2",0.077
"2791","KRT10",0.077
"2792","MPZL2",0.077
"2793","NANS",0.077
"2794","RNPS1",0.077
"2795","SDCBP2",0.077
"2796","TMEM237",0.077
"2797","TMEM57",0.077
"2798","TSFM",0.077
"2799","CDKN2A",0.076
"2800","EIF5",0.076
"2801","PLOD2",0.076
"2802","SOAT1",0.076
"2803","TAOK3",0.076
"2804","AC068888.1",0.075
"2805","GGNBP2",0.075
"2806","OXA1L",0.075
"2807","C6orf48",0.074
"2808","ELP6",0.074
"2809","EXOC1",0.074
"2810","GORASP2",0.074
"2811","TMPRSS13",0.074
"2812","TNFAIP1",0.074
"2813","GOPC",0.073
"2814","MAGI3",0.073
"2815","NXF1",0.073
"2816","SDHB",0.073
"2817","COQ3",0.072
"2818","INO80D",0.072
"2819","PARN",0.072
"2820","RHOD",0.072
"2821","ARNT",0.071
"2822","DNAJB11",0.071
"2823","HMGCL",0.071
"2824","MAFF",0.071
"2825","SGTA",0.071
"2826","AC005912.1",0.07
"2827","AKR1B1",0.07
"2828","CRNDE",0.07
"2829","JOSD2",0.07
"2830","GUK1",0.069
"2831","NFYC",0.069
"2832","TARSL2",0.069
"2833","VASP",0.069
"2834","DHTKD1",0.068
"2835","KDM5C",0.068
"2836","MUC15",0.068
"2837","PRB1",0.068
"2838","TNRC6A",0.068
"2839","ABHD17C",0.067
"2840","KNOP1",0.067
"2841","LUC7L",0.067
"2842","ZNF430",0.067
"2843","ZNF516",0.067
"2844","PHYH",0.066
"2845","TIMM13",0.066
"2846","AC114491.1",0.064
"2847","DDAH2",0.064
"2848","TXNP6",0.064
"2849","AP1M1",0.063
"2850","ATP6V0E1",0.063
"2851","PLK2",0.063
"2852","TCEA1",0.063
"2853","CEP63",0.062
"2854","PRDX3",0.061
"2855","ARID3A",0.06
"2856","LTBP3",0.06
"2857","MARCH6",0.06
"2858","MRPS15",0.06
"2859","PCOLCE2",0.06
"2860","PELO",0.06
"2861","RPL7AP30",0.06
"2862","B3GAT2",0.059
"2863","CHD7",0.059
"2864","HADHA",0.059
"2865","RHOC",0.059
"2866","ATG13",0.058
"2867","HNRNPK",0.058
"2868","RHOQ",0.058
"2869","CCDC137",0.057
"2870","FTH1",0.057
"2871","SFN",0.057
"2872","TWISTNB",0.057
"2873","ATXN7",0.056
"2874","COPS9",0.056
"2875","MLST8",0.056
"2876","ZNF44",0.056
"2877","ZNF638",0.056
"2878","AC106795.1",0.055
"2879","DSC2",0.055
"2880","GLRX2",0.055
"2881","RBM7",0.055
"2882","SERF1B",0.055
"2883","EIF2D",0.054
"2884","KCNK1",0.054
"2885","LEPROTL1",0.054
"2886","H3F3B",0.053
"2887","LPAR2",0.053
"2888","MRPL50",0.053
"2889","SNRPG",0.053
"2890","TINF2",0.053
"2891","TSC22D2",0.053
"2892","ATP5D",0.052
"2893","ESRRG",0.052
"2894","METTL16",0.052
"2895","EIF3M",0.051
"2896","MAT2B",0.051
"2897","MPC2",0.051
"2898","RPS7P1",0.051
"2899","AL118516.1",0.05
"2900","CLDND1",0.05
"2901","SLC25A17",0.05
"2902","SS18",0.05
"2903","ABHD14A",0.049
"2904","LINC01198",0.049
"2905","MGLL",0.049
"2906","SH2D3A",0.049
"2907","ST8SIA1",0.049
"2908","CNFN",0.048
"2909","NPEPPS",0.048
"2910","PSMD8",0.048
"2911","SYNM",0.048
"2912","CMPK1",0.047
"2913","MORF4L1",0.047
"2914","NDUFA3",0.047
"2915","PPHLN1",0.047
"2916","KIAA0040",0.046
"2917","WDR33",0.046
"2918","CEP164",0.045
"2919","RPS29",0.045
"2920","RUFY1",0.045
"2921","CBFA2T2",0.044
"2922","CCDC151",0.044
"2923","KRAS",0.044
"2924","STK3",0.044
"2925","ARL8B",0.043
"2926","CHMP2B",0.043
"2927","ETV3",0.043
"2928","GPKOW",0.043
"2929","HIST1H2BK",0.043
"2930","MT-ND4L",0.043
"2931","NOP2",0.043
"2932","SQLE",0.043
"2933","ATP6V1D",0.042
"2934","CCDC167",0.042
"2935","CNOT6L",0.042
"2936","DHPS",0.042
"2937","DSP",0.042
"2938","KLK14",0.042
"2939","KPNB1",0.042
"2940","LSM2",0.042
"2941","NXT1",0.042
"2942","OFD1",0.042
"2943","POLR2I",0.042
"2944","RGS10",0.042
"2945","SLC25A38",0.042
"2946","YPEL5",0.042
"2947","ZFPL1",0.042
"2948","CALCOCO2",0.041
"2949","ERLEC1",0.041
"2950","GSS",0.041
"2951","SERTAD4",0.041
"2952","TCOF1",0.041
"2953","TSPAN14",0.041
"2954","ATP5E",0.04
"2955","LDLR",0.04
"2956","NADK2",0.04
"2957","PTPA",0.04
"2958","CDK10",0.039
"2959","MAP4K5",0.039
"2960","CAST",0.038
"2961","ECHDC2",0.038
"2962","FAM104A",0.038
"2963","NADSYN1",0.038
"2964","NUDCD2",0.038
"2965","STX12",0.038
"2966","CRTAP",0.037
"2967","ZNF91",0.037
"2968","HDAC2",0.036
"2969","HINT1P1",0.036
"2970","HRH1",0.036
"2971","MCCC1",0.036
"2972","MED14",0.036
"2973","NDEL1",0.036
"2974","PSMA5",0.036
"2975","RBP1",0.036
"2976","RPP40",0.036
"2977","SREBF2",0.036
"2978","TARBP2",0.036
"2979","RPSAP15",0.035
"2980","TMEM167A",0.035
"2981","AP000547.3",0.034
"2982","ARHGEF7",0.034
"2983","HPS1",0.034
"2984","TRMU",0.034
"2985","CYB5B",0.033
"2986","GS1-124K5.4",0.033
"2987","MEX3A",0.033
"2988","MICU2",0.033
"2989","MSANTD3",0.033
"2990","PTCD3",0.033
"2991","TMEM126A",0.033
"2992","TTC19",0.033
"2993","ADGRL1",0.032
"2994","SAP30BP",0.032
"2995","SKP1",0.032
"2996","VPS45",0.032
"2997","C16orf72",0.031
"2998","EID1",0.031
"2999","MZT2B",0.031
"3000","SLC38A10",0.031
"3001","C10orf35",0.03
"3002","C9orf72",0.03
"3003","GAPVD1",0.03
"3004","IGFL1",0.03
"3005","MRPS25",0.03
"3006","TMEM219",0.03
"3007","WSB2",0.03
"3008","KLHL9",0.029
"3009","MIR210HG",0.029
"3010","AC011498.7",0.027
"3011","PRDX5",0.027
"3012","TNFRSF1A",0.027
"3013","AC093157.1",0.026
"3014","DLGAP4",0.026
"3015","SUPT20H",0.026
"3016","ZRANB2",0.026
"3017","CHMP1A",0.025
"3018","CREBRF",0.025
"3019","DDX10",0.025
"3020","EZH2",0.025
"3021","GNPDA1",0.025
"3022","LPP",0.025
"3023","LUZP1",0.025
"3024","SEC16A",0.025
"3025","TBCAP1",0.025
"3026","VSIG10",0.025
"3027","EAF1",0.024
"3028","FARSB",0.024
"3029","H2AFZ",0.024
"3030","MT-ND6",0.024
"3031","PPDPF",0.024
"3032","SURF4",0.024
"3033","B3GAT3",0.023
"3034","CRABP2",0.023
"3035","EIF2S2P4",0.023
"3036","MRPS18C",0.023
"3037","STRBP",0.023
"3038","AL157938.3",0.022
"3039","AL691447.3",0.022
"3040","DYNC1H1",0.022
"3041","EEF2",0.022
"3042","POLR2L",0.022
"3043","RALBP1",0.022
"3044","SLC6A8",0.022
"3045","STT3B",0.022
"3046","TACSTD2",0.022
"3047","TPRXL",0.022
"3048","TSSC4",0.022
"3049","Z98749.2",0.022
"3050","AC025154.2",0.021
"3051","AL031058.1",0.021
"3052","AL136968.2",0.021
"3053","ATP5G1",0.021
"3054","FBL",0.021
"3055","ISYNA1",0.021
"3056","MTURN",0.021
"3057","NDUFA4",0.021
"3058","TEAD1",0.021
"3059","MRPS18B",0.02
"3060","PPP1R15A",0.02
"3061","SIPA1L3",0.02
"3062","AL392172.1",0.019
"3063","ATP5J2",0.019
"3064","ETS1",0.019
"3065","HNRNPA3",0.019
"3066","LINC02482",0.019
