"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060441","BP","GO:0060441","epithelial tube branching involved in lung morphogenesis","13/2350","29/17913",2.87662211337581e-05,0.0019985674587692,0.0016434235858246,"157506/3202/10252/7472/3371/64399/1605/1499/6662/3845/7482/340419/2255",13
"GO:0061041","BP","GO:0061041","regulation of wound healing","37/2350","143/17913",2.96001343150696e-05,0.00203231039838525,0.00167117043148486,"928/2152/5327/5054/7057/51330/5329/2697/1839/947/7056/90102/64094/5270/5328/5154/2149/5345/10630/4638/7103/58189/114897/5592/4627/8613/6239/2191/6431/5627/7048/1027/8573/23122/2247/94121/5578",37
"GO:0043087","BP","GO:0043087","regulation of GTPase activity","83/2350","410/17913",3.04738884565676e-05,0.0020460403768117,0.00168246060349276,"2042/54206/6004/5997/6281/9104/6422/10276/253260/4916/54453/10252/397/4739/5998/2149/9411/3987/216/153020/8829/121512/9462/85440/5592/2776/5922/9448/3725/23365/10059/8787/9353/10762/1121/84144/26037/23348/57584/5903/23143/116984/202151/255520/8874/54922/25782/5799/57569/134957/8131/6654/50848/57148/23654/4763/858/93663/50807/79822/23677/85360/10483/122553/208/9459/6251/1856/8498/112574/202243/2146/9922/80243/1901/577/2909/55785/5921/7410/9732/143872/10144",83
"GO:0034405","BP","GO:0034405","response to fluid shear stress","15/2350","37/17913",3.05012873171039e-05,0.0020460403768117,0.00168246060349276,"19/10370/3037/9314/5743/2697/445/10365/7980/9788/760/2113/5607/5310/5025",15
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","47/2350","198/17913",3.09955545489696e-05,0.00205556882213394,0.0016902958515401,"2203/3037/3479/3487/3488/3643/3953/5166/7262/9104/3486/5028/51763/8660/5500/114897/5209/114899/11091/79660/5465/8473/10762/10891/90673/23636/5903/5745/9688/3667/1407/283871/8604/11319/2308/9818/208/55746/405/5562/79902/22877/100101267/51422/863/1213/83667",47
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","64/2350","297/17913",3.49863757414909e-05,0.00219607556805219,0.00180583465869737,"2042/3397/4653/6281/6385/27/90102/6422/25802/9037/253260/4916/11170/4070/397/5063/2824/5154/22998/3925/9113/7168/5345/2006/2316/8829/51763/55243/203228/130271/7046/6624/2059/4771/4089/9353/123720/29109/9873/85458/2017/5295/88/10092/50848/23122/10458/93663/29767/683/5217/29984/8936/148170/56907/23607/64857/55607/253725/9475/133746/1901/2909/5921",64
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","86/2350","430/17913",3.51069812749491e-05,0.00219607556805219,0.00180583465869737,"25805/3037/3397/3791/4131/4653/6281/51330/2335/1627/9037/4916/23499/4070/4133/5063/5028/4739/4628/7168/5764/3987/10630/2768/2316/58480/8829/6678/1605/121512/6092/1382/5530/2059/65981/4651/4804/4627/6239/4803/10059/254065/57091/6357/9353/54751/26037/134430/347733/2017/8874/811/66008/114299/23268/23043/2633/23363/10810/23136/57698/23654/23394/1942/5911/10458/93663/161176/56965/148170/80005/85369/1856/55607/253725/10428/81/6259/56990/577/2909/55785/5921/22902/7225/7533",86
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","53/2350","233/17913",3.5294401072321e-05,0.00219607556805219,0.00180583465869737,"54829/25805/8483/10370/1277/94031/3397/4053/7057/2200/8516/6422/7472/255743/80310/2662/1278/6660/3987/27122/1601/56937/5179/2353/7046/6662/57045/677/1284/3725/11117/3303/1028/3309/4089/1030/678/10891/7048/9719/50848/407975/858/80139/55612/2615/6935/3693/5654/5139/4015/114990/56288",53
"GO:0034620","BP","GO:0034620","cellular response to unfolded protein","33/2350","123/17913",3.56969034793669e-05,0.00219607556805219,0.00180583465869737,"467/3576/9531/26353/1491/9709/55161/1649/4000/64061/30827/9451/55033/3303/4189/30001/3309/5770/595/5295/267/811/11015/6464/116138/90993/22926/153222/666/51360/58477/10525/84919",33
"GO:0061045","BP","GO:0061045","negative regulation of wound healing","23/2350","73/17913",3.57483171632896e-05,0.00219607556805219,0.00180583465869737,"928/5327/5054/7057/5329/2697/947/7056/90102/5270/5328/5154/5345/7103/58189/114897/5592/2191/5627/1027/8573/23122/2247",23
"GO:0072401","BP","GO:0072401","signal transduction involved in DNA integrity checkpoint","23/2350","73/17913",3.57483171632896e-05,0.00219607556805219,0.00180583465869737,"7832/1647/6659/10769/9577/25946/1263/835/9125/8738/84142/4582/472/1111/1027/4194/23019/8555/79184/85456/25904/4193/246175",23
"GO:0072422","BP","GO:0072422","signal transduction involved in DNA damage checkpoint","23/2350","73/17913",3.57483171632896e-05,0.00219607556805219,0.00180583465869737,"7832/1647/6659/10769/9577/25946/1263/835/9125/8738/84142/4582/472/1111/1027/4194/23019/8555/79184/85456/25904/4193/246175",23
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","56/2350","251/17913",3.84323655695158e-05,0.00231166992306742,0.00190088798731366,"467/1277/4929/5166/5292/5743/6423/6591/3992/6422/10135/360/11170/7412/5028/5764/3371/4023/5251/8493/5179/2353/143686/220441/2752/9451/3725/23378/10059/3309/27327/1030/8805/4141/6872/7482/3428/8061/6513/8131/55630/8644/26263/23394/4521/22863/10458/6720/55364/2308/79567/5562/5025/4193/2909/83667",56
"GO:0090257","BP","GO:0090257","regulation of muscle system process","56/2350","251/17913",3.84323655695158e-05,0.00231166992306742,0.00190088798731366,"54206/3479/3488/9314/10398/5743/5997/221476/3673/481/255743/29995/2149/7168/2316/5144/114907/51196/1756/1605/5530/4000/183/5592/79041/3759/6442/10203/8996/5465/4089/10891/775/808/4660/7140/493/2017/1264/6262/8877/6546/407975/2946/8654/817/1193/2308/80005/9475/5025/1760/3720/5578/9732/143872",56
"GO:0034332","BP","GO:0034332","adherens junction organization","35/2350","134/17913",3.8818309194758e-05,0.00231166992306742,0.00190088798731366,"347/2042/3791/4653/6281/6385/7057/3673/90102/6422/1012/23499/11170/2824/22998/3987/10266/8829/1499/9448/1009/123720/2017/88/8874/79834/204851/23122/7414/80139/57863/29984/87/9475/9922",35
"GO:0001823","BP","GO:0001823","mesonephros development","29/2350","103/17913",3.98335143299425e-05,0.00234816555181358,0.0019308983714004,"3280/4609/116039/5228/6385/130497/650/9244/6422/4070/10252/255743/2719/64412/2296/6092/1499/183/6662/168667/4089/9353/10409/7482/5727/2247/6495/5310/2255",29
"GO:0060348","BP","GO:0060348","bone development","45/2350","189/17913",4.17974146972701e-05,0.00242902893604235,0.00199739239555158,"1277/3037/3479/4653/116039/6423/6424/2200/9249/3638/2697/650/9104/1311/54/171023/25946/5251/4487/2296/6678/8817/338773/6662/23213/8313/55790/1305/5305/9060/202151/133308/7048/56975/51208/10234/10006/3214/55294/54928/79705/51360/4015/5636/7059",45
"GO:0045765","BP","GO:0045765","regulation of angiogenesis","78/2350","383/17913",4.22143153545618e-05,0.00242902893604235,0.00199739239555158,"51129/694/3576/1545/2152/3082/3315/3397/3791/9314/5743/5054/6423/7057/51330/3696/388/7058/947/10769/6422/64094/9037/5740/185/3202/5764/10266/10365/8829/56999/2296/6678/5176/861/8817/358/1499/57556/2752/10457/183/4223/23213/4804/727/1284/11117/168667/147372/55333/2113/2627/23576/5140/7048/204851/57381/5607/26523/8877/1942/4763/23328/2247/90993/55294/57608/79031/9475/5797/27286/577/1634/5578/2969/10014/5286",78
"GO:0048608","BP","GO:0048608","reproductive structure development","85/2350","426/17913",4.24538984709253e-05,0.00242902893604235,0.00199739239555158,"9510/10370/3280/3643/7262/5743/157506/6423/3696/2697/130497/25976/2254/3400/84870/6422/6926/4257/4311/5270/5740/3624/9420/9021/7472/3880/6615/10653/5764/3371/2316/4254/2296/5176/6092/5927/7026/7046/1499/835/6662/23213/8879/677/5241/653/367/1028/3309/4089/84159/9353/595/2627/64783/23641/10461/152006/472/4188/10409/7482/5333/8061/1027/5727/8644/10116/2288/4521/836/841/23414/5310/405/666/2295/6599/57728/26528/5654/51665/1634/4327/2255",85
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","68/2350","323/17913",4.40663287790685e-05,0.00249680674519072,0.00205312614107076,"54829/25805/8483/10370/3280/94031/3397/4053/6423/6424/7057/55273/2200/10468/650/2254/1311/8516/6422/84913/3624/10140/255743/2719/2662/1278/27122/1601/56937/4487/2353/7046/53918/23213/57045/60436/1958/3725/11117/653/3303/168667/11030/1028/91851/3309/4089/1030/9688/7048/9719/50848/6262/407975/27250/858/4926/80139/55612/2615/6935/3693/5654/4015/114990/56288/2255/9765",68
"GO:0072395","BP","GO:0072395","signal transduction involved in cell cycle checkpoint","23/2350","74/17913",4.54942072704028e-05,0.00252827126017037,0.00207899943636894,"7832/1647/6659/10769/9577/25946/1263/835/9125/8738/84142/4582/472/1111/1027/4194/23019/8555/79184/85456/25904/4193/246175",23
"GO:0035967","BP","GO:0035967","cellular response to topologically incorrect protein","35/2350","135/17913",4.58851227471687e-05,0.00252827126017037,0.00207899943636894,"467/3576/9531/26353/80311/1491/9709/55161/1649/4000/23753/64061/30827/9451/55033/3303/4189/30001/3309/5770/595/5295/267/811/11015/6464/116138/90993/22926/153222/666/51360/58477/10525/84919",35
"GO:0010634","BP","GO:0010634","positive regulation of epithelial cell migration","42/2350","173/17913",4.59213080154316e-05,0.00252827126017037,0.00207899943636894,"2252/3037/3315/3791/5743/7057/388/1839/3673/10769/64094/9037/84913/8828/8829/6678/8817/183/6662/9448/8613/6239/3725/147372/2113/7048/811/57381/23122/23328/2247/154810/57608/80005/9475/116150/5025/27286/9922/5578/2255/5286",42
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","63/2350","294/17913",4.78283099320429e-05,0.00260865436227479,0.0021450985241533,"2252/3037/3315/3791/9314/5743/7057/388/1839/3673/10769/64094/9037/23499/84913/4070/8828/5764/8829/56999/6678/5176/8817/7026/2752/183/6662/4223/9448/8613/6239/3725/168667/147372/55333/2113/9353/7048/811/57381/5607/23122/1942/4763/23328/2247/154810/5217/55294/57608/80005/9475/5797/116150/5025/27286/9922/1634/5578/5793/2255/10014/5286",63
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","66/2350","313/17913",5.38362230311827e-05,0.00290700529012117,0.0023904327256705,"1191/1410/3397/4131/4653/6281/6385/58526/90102/6422/25802/9037/253260/4070/4133/5063/22998/3925/9113/7168/5345/2006/2316/8829/51763/55243/203228/130271/7046/2059/4771/3304/11117/3303/146057/4089/9353/123720/29109/9873/4281/2017/5295/88/1027/10092/23271/23122/2288/4926/93663/29767/5217/8936/148170/56907/64857/55607/253725/9475/3949/133746/1901/2909/5921/324",66
"GO:0055119","BP","GO:0055119","relaxation of cardiac muscle","9/2350","16/17913",5.42946498668964e-05,0.00290700529012117,0.0023904327256705,"5997/481/5144/3759/6546/2946/8654/817/5025",9
"GO:0031252","CC","GO:0031252","cell leading edge","76/2418","384/18678",9.07384342241904e-05,0.00291818862309728,0.00246016058160543,"3643/51330/90102/23224/8516/59/23499/11170/65059/4739/4628/7168/10630/4254/4638/81848/51763/9788/1605/121512/6092/130271/1499/6624/23362/2195/2059/3983/4771/9107/2890/323/4651/9260/4627/23516/23022/2191/4642/3685/23150/7456/117178/23710/2017/8874/26084/8543/6810/10092/55591/10810/23136/57698/23122/154810/10458/10006/22885/57608/8936/55612/87/208/66036/23607/9459/55607/22848/5797/133746/55785/5586/5921/22902/324",76
"GO:0034708","CC","GO:0034708","methyltransferase complex","25/2418","88/18678",9.10578916568243e-05,0.00291818862309728,0.00246016058160543,"6880/5929/30827/11091/8726/64783/26147/6872/284058/9589/7403/22823/54881/57680/5928/8607/57721/23269/27043/79872/23054/2146/81887/3720/83732",25
"GO:0061458","BP","GO:0061458","reproductive system development","85/2350","429/17913",5.50579355346572e-05,0.00292107374345691,0.00240200122586127,"9510/10370/3280/3643/7262/5743/157506/6423/3696/2697/130497/25976/2254/3400/84870/6422/6926/4257/4311/5270/5740/3624/9420/9021/7472/3880/6615/10653/5764/3371/2316/4254/2296/5176/6092/5927/7026/7046/1499/835/6662/23213/8879/677/5241/653/367/1028/3309/4089/84159/9353/595/2627/64783/23641/10461/152006/472/4188/10409/7482/5333/8061/1027/5727/8644/10116/2288/4521/836/841/23414/5310/405/666/2295/6599/57728/26528/5654/51665/1634/4327/2255",85
"GO:0005813","CC","GO:0005813","centrosome","90/2418","473/18678",9.67688224080415e-05,0.00296024624911872,0.00249561699894423,"3397/80184/10769/10544/22809/4082/996/79848/22852/1263/57534/2140/1499/22995/51490/65981/57701/8313/9738/91272/58490/3304/3303/55835/10806/6566/11127/4750/25853/114327/4089/153241/29899/80817/140735/5577/22832/8100/84140/23194/636/23636/808/80254/2770/117178/1111/56852/9541/22920/57562/23363/204851/994/282809/10207/23271/84902/5930/7188/55142/9662/4926/3214/9786/5567/85444/49856/84250/51626/285331/57489/9475/56647/29922/9657/4999/84333/5892/11064/5977/375748/29911/63971/5116/5586/4218/324/9696/23085",90
"GO:0042770","BP","GO:0042770","signal transduction in response to DNA damage","34/2350","131/17913",5.71422450428821e-05,0.00297751912562732,0.00244841630780545,"7832/1647/6659/10769/6591/9577/6615/25946/1263/4487/8493/835/387893/9125/637/8738/80254/84142/4582/472/1111/1027/4194/51147/23019/8555/22925/79184/85456/25904/4193/545/246175/83667",34
"GO:0045598","BP","GO:0045598","regulation of fat cell differentiation","34/2350","131/17913",5.71422450428821e-05,0.00297751912562732,0.00244841630780545,"168455/2487/3280/3398/84935/5743/6423/3638/650/3400/6591/6422/688/83643/4023/171023/25946/22852/1649/6272/677/28951/55252/7204/678/862/284273/55885/374462/1389/2308/23414/94056/115825",34
"GO:0033002","BP","GO:0033002","muscle cell proliferation","54/2350","243/17913",5.86421931180606e-05,0.00302863574369028,0.00249044954285271,"9510/347/3398/3479/3488/9314/5292/5743/6648/7057/2697/1839/3673/2254/3486/10135/1012/7472/80310/5739/7168/5345/2006/2296/6910/7046/7052/1499/57447/183/5592/4969/60560/3725/10203/3570/10221/10891/2627/7048/1264/1027/6909/407975/27250/2247/196528/6495/23414/6934/4193/1901/3720/4331",54
"GO:0072006","BP","GO:0072006","nephron development","36/2350","142/17913",5.98920487339038e-05,0.00303905419927117,0.00249901664703244,"3280/4609/5228/947/130497/650/59/4070/255743/80310/2719/64412/51196/2296/9788/1499/26508/183/6662/23213/2028/1958/3570/4089/4643/29927/10409/7482/5727/28999/2247/6495/55746/5310/3913/79902",36
"GO:0051893","BP","GO:0051893","regulation of focal adhesion assembly","20/2350","61/17913",6.04140827944135e-05,0.00303905419927117,0.00249901664703244,"347/2042/3791/4653/6281/6385/7057/90102/6422/23499/11170/2824/22998/3987/8829/9448/79834/23122/29984/9475",20
"GO:0090109","BP","GO:0090109","regulation of cell-substrate junction assembly","20/2350","61/17913",6.04140827944135e-05,0.00303905419927117,0.00249901664703244,"347/2042/3791/4653/6281/6385/7057/90102/6422/23499/11170/2824/22998/3987/8829/9448/79834/23122/29984/9475",20
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","26/2350","90/17913",6.09268919319272e-05,0.00303905419927117,0.00249901664703244,"347/2042/3791/4653/6281/6385/7057/2697/90102/6591/6422/23499/11170/2824/22998/6615/3987/8829/861/183/9448/7082/79834/23122/29984/9475",26
"GO:0018205","BP","GO:0018205","peptidyl-lysine modification","76/2350","376/17913",6.81819272082837e-05,0.00337211633209783,0.00277289389957685,"2959/6659/3006/6591/6880/3008/1959/1491/51111/205564/8202/7052/5929/1499/151050/4000/30827/387893/11091/54552/54107/9252/64754/8554/1958/8473/8726/23338/4089/11177/23522/114799/10762/10891/23636/5903/26147/9688/4582/6872/9646/23410/1111/57634/79903/284058/51147/7403/22823/28999/195814/8607/6419/54790/55818/86/9818/51562/339287/55746/405/2122/5562/79902/10210/9063/2146/4193/100101267/5352/5977/1810/3720/10902/1487/80854",76
"GO:0060688","BP","GO:0060688","regulation of morphogenesis of a branching structure","19/2350","57/17913",7.11354991338472e-05,0.00348862834407674,0.00286870181823272,"2252/3082/5228/6591/6422/4070/7472/5154/55727/1499/183/6662/23213/367/2119/7482/6495/59277/2255",19
"GO:0051216","BP","GO:0051216","cartilage development","43/2350","182/17913",7.41051217354035e-05,0.00360397908706512,0.00296355482448863,"1277/2487/116039/6423/7076/3696/130497/650/2254/1311/6591/4060/3202/1513/6615/6660/4487/8817/7046/1499/3213/7227/6662/23213/9451/8313/55790/5744/653/4094/5745/91461/7048/7482/2247/2202/54928/340419/81792/5310/7483/6935/7059",43
"GO:0010717","BP","GO:0010717","regulation of epithelial to mesenchymal transition","26/2350","91/17913",7.47790470399677e-05,0.00360669850020869,0.00296579100004535,"25805/1277/2042/6423/650/90102/6422/6615/10630/1601/2296/1605/6910/7046/1499/8313/653/4089/7048/23275/23122/1942/80139/6934/2146/114990",26
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","86/2350","439/17913",7.58108566923613e-05,0.00362649311193951,0.00298206812476682,"2203/3037/3479/3487/3488/3643/3953/5166/7262/5743/157506/3638/58526/650/9104/6591/3486/2264/5028/6615/79071/27122/341/51763/33/8660/9612/5500/114897/31/4953/5209/114899/11091/79660/1958/653/5465/4597/10059/8473/1728/4801/1717/10762/10891/10105/90673/23636/5903/493/5745/79602/9688/3667/51582/1407/283871/6319/8644/5698/4199/8604/6720/11319/54704/6901/2308/9818/208/55746/6713/405/4200/51360/5562/4047/79902/3949/100101267/51422/863/1213/83752/5978/83667",86
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","80/2350","402/17913",7.72301316402484e-05,0.0036637266351562,0.00301268528005431,"19/51129/347/50486/3398/9314/5166/123/5743/157506/3638/58526/650/9104/6591/3992/185/9021/2264/5154/6615/83643/8835/79071/27122/341/33/3490/8660/9612/2274/183/31/1958/653/29062/11218/5465/4597/4801/1717/10891/255919/79602/5140/3667/5295/2180/12/6319/8644/8877/211/4199/2247/22863/6720/51099/54704/6901/55294/376497/1389/113791/208/66036/6713/79888/51360/5562/4047/3949/23054/51422/7296/7410/83752/5933/5978/23179",80
"GO:0001952","BP","GO:0001952","regulation of cell-matrix adhesion","31/2350","117/17913",7.84725547283285e-05,0.0036637266351562,0.00301268528005431,"347/2042/3791/4653/6281/6385/5054/7057/90102/6422/1012/23499/11170/2824/5328/22998/3987/8829/1605/4771/9448/5295/8573/79834/23122/4763/683/29984/55612/9475/5921",31
"GO:0034605","BP","GO:0034605","cellular response to heat","31/2350","117/17913",7.84725547283285e-05,0.0036637266351562,0.00301268528005431,"1410/3310/5743/7057/947/9531/286133/10808/26353/3320/3337/84335/3304/3303/10762/23636/5903/9688/472/10569/2288/4763/6119/817/9532/9818/55746/79902/57805/100101267/545",31
"GO:0031674","CC","GO:0031674","I band","30/2418","116/18678",0.00012837202819486,0.00375627717283221,0.00316670586714094,"1410/3315/10398/171024/9531/23224/3880/2316/27295/113146/114907/91624/1756/5530/1499/776/7273/23022/10529/775/4660/493/88/6513/23363/26263/6262/6546/87/81",30
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","30/2350","112/17913",8.18615803138584e-05,0.00379162049771173,0.00311785250334904,"467/3576/1491/9709/55161/1649/4000/64061/30827/9451/55033/4189/30001/3309/5770/595/5295/267/811/11015/6464/116138/90993/22926/153222/666/51360/58477/10525/84919",30
"GO:0035097","CC","GO:0035097","histone methyltransferase complex","20/2418","65/18678",0.000135873022048706,0.00381010599328247,0.003212085915976,"6880/5929/30827/11091/8726/26147/6872/284058/7403/22823/54881/57680/5928/8607/23269/27043/23054/2146/81887/3720",20
"GO:1903391","BP","GO:1903391","regulation of adherens junction organization","21/2350","67/17913",8.38712458466692e-05,0.00385411488788316,0.00316924168930762,"347/2042/3791/4653/6281/6385/7057/90102/6422/23499/11170/2824/22998/3987/8829/9448/79834/23122/29984/9475/9922",21
"GO:0010631","BP","GO:0010631","epithelial cell migration","72/2350","354/17913",8.53529355930111e-05,0.00389156040719385,0.00320003316914916,"1545/2252/3037/3315/3397/3791/9314/3164/5743/7057/388/1839/3673/10769/1012/64094/9037/23499/84913/4070/8828/5764/8829/56999/6678/5176/8817/7026/7046/2752/183/6662/4223/1960/4627/9448/6239/3725/2191/168667/147372/55333/2113/9353/7048/811/57381/5607/23122/1942/4763/23328/2247/154810/5217/55294/57608/55612/80005/9475/5797/116150/5025/27286/9922/1634/5586/5578/5793/2255/10014/5286",72
"GO:0031519","CC","GO:0031519","PcG protein complex","15/2418","42/18678",0.000145519888741866,0.00391739540493105,0.0033025355802891,"171023/23466/80012/1459/8726/26147/8314/22823/5928/23492/1457/84108/2146/84333/3720",15
"GO:0051384","BP","GO:0051384","response to glucocorticoid","35/2350","139/17913",8.73722792480383e-05,0.00395274900536086,0.00325034860132033,"374/1843/54206/2354/3485/5743/4916/387758/11170/1036/445/114907/2353/3490/6678/5176/358/590/5069/64754/677/4129/3845/21/9353/595/678/808/1978/8061/7356/836/2308/153222/5978",35
"GO:0060411","BP","GO:0060411","cardiac septum morphogenesis","23/2350","77/17913",9.05547847392333e-05,0.00406521325952435,0.00334282804555599,"10370/3280/3398/6659/9249/6926/8828/10512/8829/6092/6910/7046/26508/653/4089/9353/2627/64783/7048/6909/407975/23414/4193",23
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","40/2350","167/17913",9.45373310138739e-05,0.00421160201371731,0.00346320363272199,"694/1410/2203/2487/55384/5997/6423/2697/221476/6422/9037/5270/3624/4133/3621/2273/8829/4487/58189/183/64061/323/65981/3304/3303/5465/1032/92304/4089/9353/54879/79602/55602/1027/85004/23677/6259/57805/623/83667",40
"GO:0003156","BP","GO:0003156","regulation of animal organ formation","14/2350","36/17913",9.61873551770664e-05,0.0042206722166418,0.00347066206768695,"10370/3280/5292/650/10252/7472/6092/6910/1499/23213/367/7482/6495/2255",14
"GO:0048009","BP","GO:0048009","insulin-like growth factor receptor signaling pathway","14/2350","36/17913",9.61873551770664e-05,0.0042206722166418,0.00347066206768695,"8483/3479/3485/3487/3488/650/3486/64599/51232/9451/653/367/3667/5295",14
"GO:0031091","CC","GO:0031091","platelet alpha granule","25/2418","91/18678",0.000163946563453713,0.00424369373862879,0.00357761934014377,"928/1191/3082/3479/5054/7057/7076/7058/2277/2335/5552/5270/5154/5345/6678/9749/5627/5265/5099/88/12/87/81/94121/10184",25
"GO:0003279","BP","GO:0003279","cardiac septum development","30/2350","113/17913",9.76543307499796e-05,0.0042530647332603,0.00349729845945921,"10370/3280/3398/6659/9249/6926/8828/10512/4628/5125/8829/6092/6910/7046/26508/653/4089/9353/2627/64783/7048/163/8543/4194/5754/6909/8131/407975/23414/4193",30
"GO:1903034","BP","GO:1903034","regulation of response to wounding","41/2350","173/17913",0.000100104854970013,0.00432749580448146,0.00355850318758901,"928/2152/9314/5327/5054/7057/51330/5329/2697/1839/947/7056/90102/64094/4916/5270/5328/5154/2149/5764/5345/10630/4638/7103/58189/114897/5592/56963/4627/8613/6239/2191/6431/5627/7048/1027/8573/23122/2247/94121/5578",41
"GO:0007409","BP","GO:0007409","axonogenesis","78/2350","393/17913",0.000103330955278187,0.0044341136397316,0.00364617511697565,"4131/4929/51330/25987/2335/9037/4916/23499/8828/10512/4133/9201/65059/5063/23768/4628/3925/1959/8829/1605/3320/203228/10752/6092/1382/8660/104/57556/6324/23767/85440/323/885/9260/4804/9252/2674/10678/4803/4147/2817/4089/1009/9353/152330/26037/2115/134430/347733/2017/5295/66008/5727/6654/6464/57698/23394/1942/7869/7414/10458/10048/5306/8609/53358/84612/5797/3913/59277/22854/23114/6259/2131/2909/56288/5578/4218/22902",78
"GO:0008360","BP","GO:0008360","regulation of cell shape","32/2350","124/17913",0.000104686897175436,0.00445950899208644,0.00366705773509652,"25805/3791/2335/5028/4628/7168/5764/10630/2768/58480/1605/121512/2059/4651/4627/254065/6357/54751/114299/23268/10810/23136/23654/10458/93663/161176/148170/10428/56990/2909/55785/5921",32
"GO:0030017","CC","GO:0030017","sarcomere","40/2418","174/18678",0.000182186222386878,0.00454116028393959,0.00382839664196987,"1410/3315/10398/7169/171024/9531/23224/25802/3880/7079/7168/2316/27295/113146/114907/91624/1756/5530/1499/202333/776/7273/10060/23022/10529/775/808/4660/7140/493/88/6513/23363/26263/6262/6546/79912/54545/87/81",40
"GO:0031647","BP","GO:0031647","regulation of protein stability","58/2350","272/17913",0.000107782340201231,0.00455809954648104,0.00374812882515188,"1191/1410/3397/3479/5292/6659/9531/29116/650/51339/481/11170/6880/11261/2316/4487/3320/4000/440193/4771/2776/54552/8613/3304/3303/3845/10891/3092/8805/9770/55602/6872/5295/811/51616/4194/54765/6400/1942/8863/6720/836/5190/5217/55294/1389/9532/66036/54840/22848/4047/8945/57805/4193/55869/902/26224/54984",58
"GO:0003197","BP","GO:0003197","endocardial cushion development","16/2350","45/17913",0.000109854881344346,0.0046123243706878,0.00379271794054429,"55273/650/6591/6615/4487/6092/6910/7046/26508/6662/653/4089/7048/4194/6909/4193",16
"GO:0090130","BP","GO:0090130","tissue migration","73/2350","363/17913",0.000110964329948301,0.00462562735413063,0.00380365699424291,"1545/2252/3037/3315/3397/3791/9314/3164/5743/7057/388/1839/3673/10769/59/1012/64094/9037/23499/84913/4070/8828/5764/8829/56999/6678/5176/8817/7026/7046/2752/183/6662/4223/1960/4627/9448/6239/3725/2191/168667/147372/55333/2113/9353/7048/811/57381/5607/23122/1942/4763/23328/2247/154810/5217/55294/57608/55612/80005/9475/5797/116150/5025/27286/9922/1634/5586/5578/5793/2255/10014/5286",73
"GO:0090132","BP","GO:0090132","epithelium migration","72/2350","357/17913",0.00011231511788098,0.00464873069470497,0.00382265488928249,"1545/2252/3037/3315/3397/3791/9314/3164/5743/7057/388/1839/3673/10769/1012/64094/9037/23499/84913/4070/8828/5764/8829/56999/6678/5176/8817/7026/7046/2752/183/6662/4223/1960/4627/9448/6239/3725/2191/168667/147372/55333/2113/9353/7048/811/57381/5607/23122/1942/4763/23328/2247/154810/5217/55294/57608/55612/80005/9475/5797/116150/5025/27286/9922/1634/5586/5578/5793/2255/10014/5286",72
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","24/2350","83/17913",0.00011339512086836,0.00466037975625174,0.00383223392171128,"467/3082/5054/6423/7057/9531/6422/85450/8795/6272/23017/4118/637/653/4803/8738/80196/162989/5295/6810/7078/10116/4763/841",24
"GO:0048659","BP","GO:0048659","smooth muscle cell proliferation","41/2350","174/17913",0.000114634001470128,0.00467834987817949,0.00384701076703948,"9510/347/3398/3479/3488/9314/5743/6648/7057/1839/3673/2254/3486/10135/1012/80310/5739/7168/5345/2006/7052/1499/57447/183/5592/4969/60560/3725/10203/3570/10221/10891/7048/1264/1027/27250/2247/6934/4193/1901/4331",41
"GO:0043547","BP","GO:0043547","positive regulation of GTPase activity","69/2350","339/17913",0.000115892355370998,0.00469685962461907,0.00386223134602618,"54206/6004/5997/6281/9104/6422/10276/4916/54453/397/4739/5998/2149/9411/3987/216/153020/8829/9462/85440/2776/5922/9448/3725/23365/10059/8787/10762/1121/84144/26037/23348/57584/5903/116984/202151/255520/8874/25782/57569/134957/8131/6654/50848/57148/4763/858/93663/50807/79822/85360/10483/208/9459/6251/1856/8498/112574/202243/2146/9922/80243/1901/577/2909/5921/9732/143872/10144",69
"GO:2000095","BP","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","8/2350","14/17913",0.000124617885706499,0.00501565504126294,0.0041243770666855,"6423/84870/6422/51339/2719/1601/85407/4300",8
"GO:0060425","BP","GO:0060425","lung morphogenesis","17/2350","50/17913",0.000128006485679995,0.00506800754418522,0.00416742657082004,"2252/3397/157506/3202/10252/7472/3371/64399/1605/1499/6662/3845/6431/7048/7482/340419/2255",17
