"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016667","MF","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","14/1569","54/16969",0.000295685139900659,0.0100874122727648,0.00901420689656666,"5230/10437/9601/83667/51734/51449/5768/7296/2745/2923/10495/10130/9997/10587",14
"GO:1903532","BP","GO:1903532","positive regulation of secretion by cell","52/1578","381/17913",0.00100964285495467,0.0101991641382964,0.00772474671851742,"101/6348/28984/9447/55691/6659/7494/834/2268/3479/3566/6382/640/965/2752/3146/3586/9367/7124/952/84868/3495/5724/29126/3783/7293/7292/18/199/1906/2207/2625/55540/57506/26191/192683/7096/8600/23586/29108/65985/23122/7430/83786/2852/3133/3134/3689/5532/5873/84932/4089",52
"GO:0090130","BP","GO:0090130","tissue migration","50/1578","363/17913",0.00102049091346263,0.0102906947105391,0.00779407107470863,"3162/3315/3725/5641/28984/11221/301/6678/11156/5872/811/1235/958/1545/51466/2752/3146/23499/5217/8742/59/3688/5286/6662/6776/80149/652/1906/2625/2896/4215/6091/9839/4763/8503/2185/388/207/9564/634/23122/2113/152007/3689/2475/116150/5613/6667/90627/55333",50
"GO:0010631","BP","GO:0010631","epithelial cell migration","49/1578","354/17913",0.00102386329814096,0.0103066518718455,0.00780615687191383,"3162/3315/3725/5641/28984/11221/301/6678/11156/5872/811/1235/958/1545/51466/2752/3146/23499/5217/8742/3688/5286/6662/6776/80149/652/1906/2625/2896/4215/6091/9839/4763/8503/2185/388/207/9564/634/23122/2113/152007/3689/2475/116150/5613/6667/90627/55333",49
"GO:0031960","BP","GO:0031960","response to corticosteroid","26/1578","155/17913",0.00103348545762166,0.0103853564833954,0.00786576697148261,"1026/54541/7538/677/678/301/6678/6382/8837/1978/114907/3383/3586/7124/10018/5724/7298/199/1906/1536/2309/64754/490/2852/10081/5978",26
"GO:0043029","BP","GO:0043029","T cell homeostasis","10/1578","37/17913",0.00104001858194912,0.01041465564324,0.0078879578673047,"5366/1831/8740/10018/3559/27240/9133/207/5532/11035",10
"GO:1905898","BP","GO:1905898","positive regulation of response to endoplasmic reticulum stress","10/1578","37/17913",0.00104001858194912,0.01041465564324,0.0078879578673047,"1649/9709/5366/7494/857/2081/10018/4690/2213/23645",10
"GO:0002224","BP","GO:0002224","toll-like receptor signaling pathway","25/1578","147/17913",0.00104429637323228,0.0104271727484505,0.00789743819981911,"330/3659/3662/5641/4792/857/7184/7128/3146/118788/11314/84868/4214/26191/23180/7096/81622/9258/7189/1508/2672/3665/3689/57162/81793",25
"GO:0051384","BP","GO:0051384","response to glucocorticoid","24/1578","139/17913",0.00104861373357272,0.0104271727484505,0.00789743819981911,"1026/54541/7538/677/678/301/6678/6382/8837/1978/114907/3383/3586/7124/10018/5724/7298/199/1906/2309/64754/490/10081/5978",24
"GO:0043506","BP","GO:0043506","regulation of JUN kinase activity","17/1578","85/17913",0.00104901788567935,0.0104271727484505,0.00789743819981911,"11221/27250/2081/7124/64853/1906/197259/26191/57551/8600/9839/2185/7189/3301/4217/23162/171392",17
"GO:0002724","BP","GO:0002724","regulation of T cell cytokine production","9/1578","31/17913",0.00105345306137807,0.0104271727484505,0.00789743819981911,"30009/7133/975/8809/7292/2625/1178/7189/3134",9
"GO:0043330","BP","GO:0043330","response to exogenous dsRNA","9/1578","31/17913",0.00105345306137807,0.0104271727484505,0.00789743819981911,"3434/4792/857/6520/340061/9188/57506/23180/23586",9
"GO:1903978","BP","GO:1903978","regulation of microglial cell activation","9/1578","31/17913",0.00105345306137807,0.0104271727484505,0.00789743819981911,"6348/1075/26228/472/5788/7124/351/2896/3689",9
"GO:0002495","BP","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","19/1578","100/17913",0.00105394486620323,0.0104271727484505,0.00789743819981911,"3109/3117/3119/5641/3123/3112/3115/3111/140735/3108/10437/3122/3113/3902/2213/55016/29108/7189/972",19
"GO:0032608","BP","GO:0032608","interferon-beta production","12/1578","50/17913",0.00107654046988875,0.0105780205215348,0.00801168882117673,"3659/5966/3148/5971/340061/57506/140885/23586/29108/26137/3665/10859",12
"GO:0032873","BP","GO:0032873","negative regulation of stress-activated MAPK cascade","12/1578","50/17913",0.00107654046988875,0.0105780205215348,0.00801168882117673,"4609/11221/27250/64853/26191/140885/10771/207/1540/3301/7430/171392",12
"GO:0045661","BP","GO:0045661","regulation of myoblast differentiation","12/1578","50/17913",0.00107654046988875,0.0105780205215348,0.00801168882117673,"1649/3399/677/7124/8740/694/6361/6662/652/55662/2319/4217",12
"GO:0070303","BP","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","12/1578","50/17913",0.00107654046988875,0.0105780205215348,0.00801168882117673,"4609/11221/27250/64853/26191/140885/10771/207/1540/3301/7430/171392",12
"GO:1901653","BP","GO:1901653","cellular response to peptide","50/1578","364/17913",0.00108441335290332,0.0106372267223463,0.00805653101601085,"5641/8651/7431/677/51274/11031/7494/857/57761/3479/3643/3676/10365/5872/8837/1978/3383/51237/7351/10018/2534/5164/10603/7071/5286/5567/5919/6776/351/896/1906/4193/4690/26191/8835/55971/2213/2309/5575/207/490/23545/90423/9564/773/634/2852/6654/6667/6772",50
"GO:0002221","BP","GO:0002221","pattern recognition receptor signaling pathway","31/1578","197/17913",0.00108707259092898,0.0106451768343011,0.00806255235270094,"330/3659/3662/5641/4792/92610/857/7184/7128/3146/118788/80216/11314/84868/55601/4214/26191/23180/7096/81622/23586/9258/7189/1508/1540/2672/3665/3689/57162/9698/81793",31
"GO:0048660","BP","GO:0048660","regulation of smooth muscle cell proliferation","28/1578","172/17913",0.00109255842262179,0.010680732423525,0.00808948180666975,"1026/3162/3398/3725/10221/6352/27250/7128/3479/1027/2081/3586/7124/5724/5739/199/652/1499/1906/4193/7189/207/2852/4217/9927/2475/1901/6772",28
"GO:0032760","BP","GO:0032760","positive regulation of tumor necrosis factor production","16/1578","78/17913",0.00109718784301033,0.0107078094916161,0.00810998971202818,"6348/3315/5788/84868/5724/10417/351/2207/57506/7096/1536/23586/29108/26137/83786/3133",16
"GO:0002320","BP","GO:0002320","lymphoid progenitor cell differentiation","7/1578","20/17913",0.00112595622872951,0.0109329780185911,0.00828053014223194,"10538/6659/3280/652/2625/96459/6654",7
"GO:0043369","BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","7/1578","20/17913",0.00112595622872951,0.0109329780185911,0.00828053014223194,"3662/10538/30009/4063/114836/1540/2475",7
"GO:1903204","BP","GO:1903204","negative regulation of oxidative stress-induced neuron death","7/1578","20/17913",0.00112595622872951,0.0109329780185911,0.00828053014223194,"3586/23657/468/1499/7248/135112/5978",7
"GO:1903428","BP","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","13/1578","57/17913",0.00112921731731519,0.0109460991902087,0.00829046798870856,"3643/10365/3383/7124/23564/199/1906/2309/2185/207/3689/2475/5873",13
"GO:0030500","BP","GO:0030500","regulation of bone mineralization","15/1578","71/17913",0.00113110958981837,0.0109460991902087,0.00829046798870856,"6348/9636/1230/5552/6662/54880/652/4921/2824/116039/2185/56172/490/1901/55787",15
"GO:0019898","CC","GO:0019898","extrinsic component of membrane","31/1613","199/18678",0.000935097301455232,0.0109694106516864,0.00910489477732725,"6277/27163/84958/301/5996/246329/3055/4118/11343/6281/29062/302/10018/653361/999/1269/5340/80149/1499/1500/5329/2185/6768/1399/1495/1540/57488/7430/2332/5293/51429",31
"GO:0071347","BP","GO:0071347","cellular response to interleukin-1","26/1578","156/17913",0.0011385477495255,0.0109995938620266,0.00833098432759478,"6348/4792/6352/1051/2634/10365/6095/958/2633/3383/1326/199713/6662/80149/1906/7850/4215/140885/1958/29108/8878/7189/9100/57162/9252/171392",26
"GO:0071230","BP","GO:0071230","cellular response to amino acid stimulus","14/1578","64/17913",0.00114439295254431,0.0110242739006377,0.00834967674637428,"8651/53335/7494/824/1051/598/7124/2534/83667/4915/1536/2730/2475/26012",14
"GO:0002467","BP","GO:0002467","germinal center formation","6/1578","15/17913",0.00115258994237303,0.0110242739006377,0.00834967674637428,"4791/10673/7128/100/115650/89857",6
"GO:0002716","BP","GO:0002716","negative regulation of natural killer cell mediated immunity","6/1578","15/17913",0.00115258994237303,0.0110242739006377,0.00834967674637428,"5272/84868/634/3133/3134/10859",6
"GO:0032736","BP","GO:0032736","positive regulation of interleukin-13 production","6/1578","15/17913",0.00115258994237303,0.0110242739006377,0.00834967674637428,"3662/7292/2625/55540/5914/3133",6
"GO:0043508","BP","GO:0043508","negative regulation of JUN kinase activity","6/1578","15/17913",0.00115258994237303,0.0110242739006377,0.00834967674637428,"11221/27250/64853/26191/3301/171392",6
"GO:0044144","BP","GO:0044144","modulation of growth of symbiont involved in interaction with host","6/1578","15/17913",0.00115258994237303,0.0110242739006377,0.00834967674637428,"3394/820/3586/4049/7124/8878",6
"GO:0003712","MF","GO:0003712","transcription coregulator activity","69/1569","494/16969",0.000337400873985084,0.0110842435268433,0.00990498472166738,"22809/10409/10370/1649/3399/3725/3726/4791/3148/83666/6659/7050/84159/57761/51053/3146/4665/27033/467/55509/694/2146/440498/4212/5971/6478/6671/25937/114803/10629/6907/8295/10865/54880/9994/1428/1499/2625/2957/92140/9124/24148/51460/9913/10771/9139/2100/2648/5195/5914/286205/9792/6595/56970/8553/4261/2274/10691/85441/79960/9439/135112/57649/11035/119392/4089/6872/83637/7639",69
"GO:0004861","MF","GO:0004861","cyclin-dependent protein serine/threonine kinase inhibitor activity","6/1569","12/16969",0.000350193558071182,0.0110936316431835,0.0099133740311128,"1026/1031/1032/1027/1029/10614",6
"GO:0007259","BP","GO:0007259","JAK-STAT cascade","24/1578","140/17913",0.0011621499087315,0.0110972788963118,0.00840497001287356,"8651/6352/83666/857/3479/22876/958/1545/3586/5788/7124/11314/2534/10603/9021/8784/3280/3587/6776/3572/8835/79893/10617/6772",24
"GO:0051258","BP","GO:0051258","protein polymerization","35/1578","232/17913",0.00116687583073676,0.0111239586645402,0.00842517700721927,"274/822/1236/58526/3925/1027/2017/51466/3055/3383/5217/7111/27338/93663/55755/6904/8851/1453/199/2934/51734/4690/55971/2879/2185/29108/10426/23122/1859/9026/2475/9463/253260/51429/29766",35
"GO:0002504","BP","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","19/1578","101/17913",0.00119307252734076,0.0113548952271539,0.00860008609094871,"3109/3117/3119/5641/3123/3112/3115/3111/140735/3108/10437/3122/3113/3902/2213/55016/29108/7189/972",19
"GO:0019731","BP","GO:0019731","antibacterial humoral response","11/1578","44/17913",0.00120040426083512,0.0113683021938958,0.00861024039584473,"8347/3507/6039/8970/3512/820/3493/8339/10417/8349/3133",11
"GO:0032459","BP","GO:0032459","regulation of protein oligomerization","11/1578","44/17913",0.00120040426083512,0.0113683021938958,0.00861024039584473,"5366/8115/9447/638/90427/3512/6653/10018/637/5195/51429",11
"GO:0032527","BP","GO:0032527","protein exit from endoplasmic reticulum","11/1578","44/17913",0.00120040426083512,0.0113683021938958,0.00861024039584473,"91319/9709/3638/7184/6653/975/81502/92305/51465/6400/337867",11
"GO:0034614","BP","GO:0034614","cellular response to reactive oxygen species","27/1578","165/17913",0.00122687122119532,0.0115998760125495,0.00878563213103832,"664/3725/7128/1471/10365/8837/1545/3586/23135/1728/7124/2146/653361/5164/5660/84557/4193/23064/140885/2309/388/207/2113/2643/4217/59338/11035",27
"GO:0090132","BP","GO:0090132","epithelium migration","49/1578","357/17913",0.0012299180592232,0.0116096199754216,0.00879301211278986,"3162/3315/3725/5641/28984/11221/301/6678/11156/5872/811/1235/958/1545/51466/2752/3146/23499/5217/8742/3688/5286/6662/6776/80149/652/1906/2625/2896/4215/6091/9839/4763/8503/2185/388/207/9564/634/23122/2113/152007/3689/2475/116150/5613/6667/90627/55333",49
"GO:0034968","BP","GO:0034968","histone lysine methylation","20/1578","109/17913",0.00123872632088485,0.0116736270959983,0.00884149047708838,"3006/4000/6018/2146/26053/54880/1499/79813/2625/26147/3720/23067/64754/11091/5926/2672/5252/5929/9869/4089",20
"GO:0005125","MF","GO:0005125","cytokine activity","28/1569","154/16969",0.000383813177032885,0.0117393892423506,0.0104904291218063,"6348/6351/10148/4050/8743/6352/7076/10673/3603/6370/970/112616/3146/3586/9235/4049/7124/8740/8742/1435/7292/652/387695/51192/1906/2896/8600/10447",28
"GO:0005913","CC","GO:0005913","cell-cell adherens junction","16/1613","79/18678",0.00102635645387748,0.0118127818276465,0.00980491468351674,"6282/301/302/999/29091/1266/1499/1500/1656/9124/9260/55971/1495/2319/29766/7414",16
"GO:1900180","BP","GO:1900180","regulation of protein localization to nucleus","21/1578","117/17913",0.00126903596868289,0.0119397207641766,0.00904302720717785,"151636/83666/11142/4000/2752/2534/83667/999/80149/652/705/1736/2316/57506/6794/9258/4763/207/9451/26272/11006",21
"GO:0150077","BP","GO:0150077","regulation of neuroinflammatory response","12/1578","51/17913",0.00129667892341387,0.0121656016489664,0.00921410717019207,"6348/1075/26228/4345/3479/472/5788/7124/7133/351/2896/3689",12
"GO:0046329","BP","GO:0046329","negative regulation of JNK cascade","10/1578","38/17913",0.00130149541781231,0.0121656016489664,0.00921410717019207,"11221/27250/64853/26191/140885/10771/207/1540/3301/171392",10
"GO:1901658","BP","GO:1901658","glycosyl compound catabolic process","10/1578","38/17913",0.00130149541781231,0.0121656016489664,0.00921410717019207,"57379/2517/100/4907/1890/7378/51251/4860/51733/164668",10
"GO:1902042","BP","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","10/1578","38/17913",0.00130149541781231,0.0121656016489664,0.00921410717019207,"3162/8743/3148/355/7128/598/8837/3383/8682/64114",10
"GO:0048659","BP","GO:0048659","smooth muscle cell proliferation","28/1578","174/17913",0.00130882612539776,0.012214296320973,0.00925098803637795,"1026/3162/3398/3725/10221/6352/27250/7128/3479/1027/2081/3586/7124/5724/5739/199/652/1499/1906/4193/7189/207/2852/4217/9927/2475/1901/6772",28
"GO:0002507","BP","GO:0002507","tolerance induction","8/1578","26/17913",0.00131213783148977,0.0122253877568254,0.00925938858092681,"7128/3146/84868/3559/29126/916/1178/3133",8
"GO:0030433","BP","GO:0030433","ubiquitin-dependent ERAD pathway","13/1578","58/17913",0.00133999989608472,0.0124648132498478,0.00944072709714988,"91319/9709/3309/4189/857/7184/7844/92305/91147/51465/6400/79089/7706",13
"GO:0009164","BP","GO:0009164","nucleoside catabolic process","9/1578","32/17913",0.00135247340777799,0.0125605514225575,0.009513238248598,"57379/100/4907/1890/7378/51251/4860/51733/164668",9
"GO:0035577","CC","GO:0035577","azurophil granule membrane","13/1613","58/18678",0.00111727104993217,0.0126210248233078,0.010475777290787,"2683/4033/4257/968/967/5660/10396/326624/9145/54918/23317/11010/23385",13
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","39/1578","269/17913",0.00136132509142954,0.0126223991569264,0.00956008111499719,"7832/1026/1031/3398/4609/28984/11040/6659/1032/1033/5530/6241/472/586/894/1027/1978/1647/51053/23594/1263/637/10385/2146/1029/3688/7298/199/4193/25946/835/891/1021/207/997/10263/2672/79960/5557",39
"GO:0005126","MF","GO:0005126","cytokine receptor binding","35/1569","210/16969",0.000438952377126132,0.0129783586170293,0.0115975838588062,"6348/6351/4050/8743/9618/6352/26228/10673/7185/6370/970/8837/3586/4049/7124/8740/637/8742/6361/1435/3716/7292/387695/9994/51192/2625/3572/8835/8600/1946/29108/64114/7189/6772/4591",35
"GO:0030260","BP","GO:0030260","entry into host cell","23/1578","134/17913",0.00143139620268018,0.013187166936052,0.00998783068244884,"942/3956/6504/857/10581/941/3383/8519/1604/6510/975/999/1380/3688/7293/1499/1500/2934/7037/972/1508/7706/11060",23
"GO:0044409","BP","GO:0044409","entry into host","23/1578","134/17913",0.00143139620268018,0.013187166936052,0.00998783068244884,"942/3956/6504/857/10581/941/3383/8519/1604/6510/975/999/1380/3688/7293/1499/1500/2934/7037/972/1508/7706/11060",23
"GO:0051806","BP","GO:0051806","entry into cell of other organism involved in symbiotic interaction","23/1578","134/17913",0.00143139620268018,0.013187166936052,0.00998783068244884,"942/3956/6504/857/10581/941/3383/8519/1604/6510/975/999/1380/3688/7293/1499/1500/2934/7037/972/1508/7706/11060",23
"GO:0051828","BP","GO:0051828","entry into other organism involved in symbiotic interaction","23/1578","134/17913",0.00143139620268018,0.013187166936052,0.00998783068244884,"942/3956/6504/857/10581/941/3383/8519/1604/6510/975/999/1380/3688/7293/1499/1500/2934/7037/972/1508/7706/11060",23
