RP11-34P13.7
SLC2A5
GPR157
MIR34AHG
RP3-510D11.2
H6PD
SPSB1
SLC25A33
TMEM201
PIK3CD
PIK3CD-AS2
CLSTN1
CTNNBIP1
LZIC
NMNAT1
RBP7
UBE4B
KIF1B
PGD
RP4-736L20.3
APITD1-CORT
APITD1
CORT
DFFA
PEX14
CASZ1
RP4-734G22.3
TARDBP
RP4-635E18.9
MASP2
RP4-635E18.8
SRM
EXOSC10
RP4-635E18.7
RP4-635E18.6
MTOR
UBIAD1
PTCHD2
FBXO2
FBXO44
FBXO6
MAD2L2
DRAXIN
AGTRAP
C1orf167
MTHFR
CLCN6
NPPA-AS1
NPPB
KIAA2013
PLOD1
MFN2
MIIP
TNFRSF8
TNFRSF1B
VPS13D
DHRS3
RP11-474O21.5
HNRNPCL1
HNRNPCL2
PDPN
PRDM2
KAZN
TMEM51-AS1
TMEM51
C1orf195
FHAD1
RP3-467K16.2
RP3-467K16.4
EFHD2
CTRC
CELA2A
CASP9
DNAJC16
RP4-680D5.8
AGMAT
RP4-680D5.2
DDI2
RP4-680D5.9
PLEKHM2
SLC25A34
TMEM82
FBLIM1
UQCRHL
FLJ37453
SPEN
ZBTB17
C1orf64
CLCNKB
FAM131C
EPHA2
RP11-276H7.2
RP11-276H7.3
ARHGEF19-AS1
ARHGEF19
RSG1
FBXO42
SZRD1
SPATA21
NECAP2
RP4-798A10.2
RP4-798A10.7
RP4-798A10.4
RP5-875O13.1
NBPF1
CROCC
RP11-108M9.4
RP11-108M9.6
MFAP2
ATP13A2
SDHB
PADI2
RP11-380J14.1
PADI1
PADI3
PADI4
RP1-20B21.4
RCC2
ARHGEF10L
ACTL8
KLHDC7A
ALDH4A1
IFFO2
UBR4
RP1-43E13.2
EMC1
MRTO4
AKR7A3
AKR7A2
PQLC2
CAPZB
MINOS1
NBL1
TMCO4
OTUD3
PLA2G5
PLA2G2F
RP3-340N1.2
PLA2G2C
UBXN10-AS1
UBXN10
VWA5B1
CAMK2N1
MUL1
FAM43B
CDA
PINK1
PINK1-AS
DDOST
KIF17
SH2D5
HP1BP3
EIF4G3
ECE1
RP5-1071N3.1
NBPF3
ALPL
RP11-63N8.3
RAP1GAP
USP48
LDLRAD2
HSPG2
CELA3B
CELA3A
RP1-224A6.3
LINC00339
CDC42
RP1-224A6.9
WNT4
ZBTB40
EPHA8
C1QC
EPHB2
C1orf234
KDM1A
LUZP1
HTR1D
LINC01355
HNRNPR
ZNF436
ZNF436-AS1
RP5-1057J7.7
TCEA3
ASAP3
E2F2
RP1-150O5.3
ID3
MDS2
RPL11
TCEB3
TCEB3-AS1
PITHD1
LYPLA2
GALE
HMGCL
FUCA1
CNR2
PNRC2
SRSF10
MYOM3
IL22RA1
IFNLR1
GRHL3
STPG1
NIPAL3
RCAN3
RP4-594I10.3
NCMAP
SRRM1
CLIC4
RUNX3
RP11-84D1.2
RP4-706G24.1
SYF2
RSRP1
RP3-465N24.6
TMEM50A
RHCE
TMEM57
LDLRAP1
RP11-70P17.1
MAN1C1
RP1-187B23.1
SEPN1
RP1-317E23.3
MTFR1L
AUNIP
RP1-125I3.2
PAQR7
STMN1
PAFAH2
SLC30A2
PDIK1L
FAM110D
RP11-96L14.7
ZNF593
CNKSR1
CATSPER4
CEP85
SH3BGRL3
UBXN11
AIM1L
LIN28A
DHDDS
HMGN2
RPS6KA1
RP5-968P14.2
ARID1A
PIGV
ZDHHC18
SFN
GPN2
GPATCH3
NUDC
NR0B2
KDF1
TRNP1
FAM46B
SLC9A1
WDTC1
TMEM222
SYTL1
MAP3K6
CD164L2
GPR3
WASF2
RP1-159A19.4
AHDC1
FGR
RP11-288L9.1
IFI6
RP11-288L9.4
FAM76A
STX12
PPP1R8
THEMIS2
RPA2
SMPDL3B
RP11-460I13.2
XKR8
EYA3
PTAFR
DNAJC8
ATPIF1
RP5-1092A3.4
SESN2
MED18
PHACTR4
RCC1
TRNAU1AP
SNHG12
TAF12
RAB42
RP11-442N24__B.1
RNU11
GMEB1
YTHDF2
OPRD1
RP1-212P9.3
EPB41
TMEM200B
SRSF4
MECR
PTPRU
RP4-656G21.1
MATN1
MATN1-AS1
LAPTM5
RP5-1125N11.2
SDC3
PUM1
NKAIN1
SNRNP40
ZCCHC17
RP11-266K22.2
FABP3
SERINC2
LINC01226
RP11-73M7.1
TINAGL1
PEF1
RP11-73M7.6
RP11-73M7.9
COL16A1
ADGRB2
SPOCD1
RP11-84A19.2
RP11-84A19.4
PTP4A2
RP4-534N18.2
KHDRBS1
RP11-277A4.4
TMEM39B
KPNA6
TXLNA
CCDC28B
RP4-622L5.7
IQCC
DCDC2B
TMEM234
EIF3I
FAM167B
LCK
HDAC1
MARCKSL1
TSSK3
FAM229A
BSDC1
ZBTB8B
ZBTB8A
ZBTB8OS
RBBP4
SYNC
RP11-114B7.6
KIAA1522
YARS
S100PBP
FNDC5
HPCA
TMEM54
RNF19B
AK2
AZIN2
TRIM62
ZNF362
RP11-415J8.3
PHC2
ZSCAN20
CSMD2
SMIM12
GJB5
GJB4
GJB3
GJA4
DLGAP3
RP11-244H3.4
ZMYM6NB
ZMYM6
ZMYM1
SFPQ
ZMYM4
ZMYM4-AS1
KIAA0319L
NCDN
RP4-728D4.2
TFAP2E
PSMB2
C1orf216
CLSPN
RP11-435D7.3
AGO4
AGO1
RP4-789D17.5
AGO3
RP4-665N4.8
TEKT2
ADPRHL2
COL8A2
TRAPPC3
MAP7D1
THRAP3
SH3D21
EVA1B
RP11-268J15.5
STK40
LSM10
OSCP1
MRPS15
CSF3R
LINC01137
ZC3H12A
MEAF6
SNIP1
DNALI1
GNL2
C1orf109
CDCA8
EPHA10
MANEAL
YRDC
C1orf122
MTF1
INPP5B
SF3A3
FHL3
UTP11L
POU3F1
RP5-884C9.2
RRAGC
RP5-864K19.4
MYCBP
RP5-864K19.6
RHBDL2
AKIRIN1
NDUFS5
MACF1
RP11-69E11.4
PABPC4
HEYL
HPCAL4
PPIE
BMP8B
OXCT2
RP1-118J21.25
TRIT1
MYCL
RP1-118J21.5
MFSD2A
CAP1
PPT1
RLF
TMCO2
RP1-39G22.7
ZMPSTE24
COL9A2
SMAP2
ZFP69B
ZFP69
RP11-656D10.3
EXO5
ZNF684
RIMS3
NFYC-AS1
NFYC
KCNQ4
CITED4
RP5-1066H13.4
CTPS1
SLFNL1-AS1
SLFNL1
SCMH1
FOXO6
EDN2
HIVEP3
FOXJ3
RIMKLA
ZMYND12
PPCS
CCDC30
PPIH
RP5-994D16.3
YBX1
CLDN19
P3H1
C1orf50
SVBP
ERMAP
RP11-342M1.3
ZNF691
SLC2A1
SLC2A1-AS1
FAM183A
EBNA1BP2
CFAP57
TMEM125
C1orf210
TIE1
MPL
RP1-92O14.3
CDC20
ELOVL1
MED8
RP1-92O14.6
SZT2
SZT2-AS1
HYI
HYI-AS1
PTPRF
KDM4A
KDM4A-AS1
ST3GAL3
RP11-184I16.4
ARTN
RP11-7O11.3
IPO13
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
RP5-1198O20.4
DMAP1
ERI3
RNF220
TMEM53
C1orf228
KIF2C
RP11-269F19.2
RPS8
BEST4
PLK3
TCTEX1D4
BTBD19
PTCH2
EIF2B3
HECTD3
UROD
ZSWIM5
LINC01144
HPDL
MUTYH
TOE1
TESK2
CCDC163P
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TMEM69
IPP
MAST2
PIK3R3
RP4-533D7.4
RP4-533D7.5
TSPAN1
POMGNT1
LURAP1
RAD54L
LRRC41
UQCRH
NSUN4
FAAH
DMBX1
MKNK1
MOB3C
ATPAF1
TEX38
EFCAB14
CYP4B1
CYP4X1
CYP4Z1
CYP4A22-AS1
CYP4A22
LINC00853
PDZK1IP1
STIL
CMPK1
FOXE3
FOXD2-AS1
FOXD2
TRABD2B
SPATA6
AGBL4
BEND5
DMRTA2
FAF1
CDKN2C
LINC01562
RNF11
RP11-296A18.6
TTC39A
TTC39A-AS1
EPS15
RP11-191G24.1
OSBPL9
NRDC
RP4-657D16.3
RP4-657D16.6
RAB3B
TXNDC12
KTI12
BTF3L4
ZFYVE9
CC2D1B
RP11-155O18.6
ORC1
PRPF38A
ZCCHC11
GPX7
FAM159A
COA7
ZYG11B
ZYG11A
ECHDC2
SCP2
CPT2
RP5-1024G6.2
C1orf123
RP5-1024G6.7
MAGOH
RP5-1024G6.5
LRP8
RP4-784A16.5
NDC1
YIPF1
DIO1
HSPB11
LRRC42
LDLRAD1
TMEM59
TCEANC2
RP11-446E24.4
CYB5RL
MRPL37
SSBP3
SSBP3-AS1
RP5-866L20.1
ACOT11
MROH7
TTC4
PARS2
TTC22
LEXM
DHCR24
RP11-67L3.4
TMEM61
BSND
PCSK9
USP24
RP11-504A18.1
RP4-710M16.2
PLPP3
PRKAA2
C1orf168
C8A
OMA1
TACSTD2
MYSM1
JUN
RP11-63G10.3
RP4-794H19.1
LINC01358
RP11-467C18.1
FGGY
HOOK1
CYP2J2
NFIA
TM2D1
RP11-430G17.3
INADL
L1TD1
KANK4
USP1
DOCK7
RP11-230B22.1
ATG4C
FOXD3-AS1
ALG6
ITGB3BP
EFCAB7
PGM1
ROR1
ROR1-AS1
UBE2U
CACHD1
RAVER2
JAK1
AK4
DNAJC6
LEPROT
LEPR
PDE4B
SGIP1
RP4-598P13.1
TCTEX1D1
WDR78
MIER1
SLC35D1
IL12RB2
SERBP1
RP11-393N21.2
GADD45A
GNG12
GNG12-AS1
DIRAS3
WLS
DEPDC1
RP4-694A7.2
DEPDC1-AS1
RP3-380B4.1
LRRC7
LRRC40
SRSF11
ANKRD13C
HHLA3
RP11-180O5.2
CTH
RP11-42O15.3
ZRANB2
NEGR1
RP11-82L20.1
LINC01360
LRRIQ3
FPGT
FPGT-TNNI3K
ERICH3
RP11-17E13.2
CRYZ
TYW3
SLC44A5
ACADM
RABGGTB
MSH4
ST6GALNAC5
PIGK
AK5
ZZZ3
USP33
FAM73A
NEXN-AS1
NEXN
FUBP1
DNAJB4
GIPC2
RP11-386I14.4
PTGFR
IFI44L
IFI44
ADGRL4
ADGRL2
LINC01361
RP11-413G15.1
RP11-475O6.1
TTLL7
RP11-486G15.2
PRKACB
SAMD13
RPF1
GNG5
CTBS
SSX2IP
LPAR3
MCOLN2
WDR63
MCOLN3
SYDE2
C1orf52
BCL10
RP11-131L23.1
DDAH1
RP11-131L23.2
RP4-621F18.2
RP11-290M5.4
CYR61
RP11-290M5.2
ZNHIT6
COL24A1
ODF2L
CLCA2
CLCA4
RP4-651E10.4
RP4-612B15.3
SH3GLB1
SEP15
HS2ST1
RP4-604K5.3
LINC01140
LMO4
PKN2-AS1
PKN2
GTF2B
CCBL2
RBMXL1
GBP3
GBP1
GBP2
GBP7
GBP4
GBP5
GBP6
LRRC8B
FLJ27354
LRRC8C
RP5-943J3.2
LRRC8D
ZNF326
RP4-665J23.1
ZNF644
CDC7
TGFBR3
BRDT
EPHX4
SETSIP
BTBD8
KIAA1107
RP4-621B10.8
GLMN
RPAP2
GFI1
EVI5
RPL5
FAM69A
MTF2
TMED5
CCDC18
DR1
FNBP1L
BCAR3
RP5-1033H22.2
RP4-561L24.3
DNTTIP2
GCLM
ABCA4
ARHGAP29
RP11-148B18.1
RP11-148B18.4
ABCD3
F3
SLC44A3
CNN3
RP4-639F20.1
ALG14
TMEM56
TMEM56-RWDD3
RP11-57H12.3
RWDD3
RP11-286B14.2
PTBP2
DPYD
RP11-490G2.2
MIR137HG
RP5-1070A16.1
SNX7
PLPPR5
PLPPR4
PALMD
FRRS1
AGL
RP5-884G6.2
SLC35A3
MFSD14A
RP4-714D9.2
SASS6
TRMT13
LRRC39
DBT
RTCA-AS1
RTCA
CDC14A
VCAM1
EXTL2
RP4-549L20.3
SLC30A7
DPH5
RP11-421L21.2
RP11-421L21.3
RP4-575N6.4
S1PR1
RP11-411H5.1
COL11A1
RP11-153F1.1
RNPC3
AMY2B
PRMT6
NTNG1
VAV3
SLC25A24
RP11-483I13.5
FAM102B
HENMT1
PRPF38B
STXBP3
AKNAD1
RP11-475E11.9
GPSM2
CLCC1
WDR47
TAF13
RP5-1065J22.8
TMEM167B
SCARNA2
KIAA1324
SARS
CELSR2
PSRC1
MYBPHL
SORT1
PSMA5
ATXN7L2
CYB561D1
AMIGO1
GPR61
GNAI3
GNAT2
AMPD2
GSTM4
GSTM2
GSTM3
EPS8L3
RP11-195M16.1
CSF1
AHCYL1
STRIP1
RP4-773N10.4
ALX3
SLC6A17
KCNC4-AS1
KCNC4
RP5-1074L1.1
RBM15
SLC16A4
RP5-1074L1.4
LAMTOR5
CD53
LRIF1
RP11-96K19.5
DRAM2
CEPT1
RP5-1180E21.4
RP5-1180E21.5
DENND2D
CHI3L2
PIFO
OVGP1
WDR77
ATP5F1
C1orf162
ADORA3
RAP1A
LINC01160
FAM212B
FAM212B-AS1
DDX20
KCND3
RP11-88H9.2
CTTNBP2NL
WNT2B
RP4-671G15.2
ST7L
CAPZA1
MOV10
RP11-426L16.3
RHOC
RP11-426L16.10
PPM1J
FAM19A3
LINC01356
RP3-522D1.1
SLC16A1
SLC16A1-AS1
RP11-31F15.2
LRIG2
MAGI3
PHTF1
RSBN1
PTPN22
AP4B1-AS1
BCL2L15
AP4B1
DCLRE1B
HIPK1-AS1
HIPK1
OLFML3
TRIM33
BCAS2
DENND2C
NRAS
CSDE1
SIKE1
SYCP1
TSPAN2
NGF
VANGL1
NHLH2
SLC22A15
MAB21L3
ATP1A1
RP5-1086K13.1
CD58
IGSF3
RP4-753F5.1
PTGFRN
CD101
RP11-27K13.3
TTF2
TRIM45
VTCN1
RP11-188D8.1
MAN1A2
FAM46C
GDAP2
WDR3
SPAG17
TBX15
RP4-712E4.1
WARS2
WARS2-IT1
RP11-418J17.1
ZNF697
PHGDH
NOTCH2
RP11-114O18.1
SEC22B
AC253572.1
NBPF26
LINC00623
RP11-439A17.9
FAM72B
SRGAP2C
CH17-437K3.1
RP11-344P13.4
RP11-344P13.6
RP11-403I13.5
RP11-403I13.7
RP5-998N21.4
FAM72C
RP11-14N7.2
RP11-763B22.4
NBPF15
SRGAP2B
FAM72D
AC241585.2
CH17-373J23.1
NBPF20
GPR89A
PDZK1
CD160
RNF115
POLR3C
NUDT17
PIAS3
ANKRD35
ITGA10
PEX11B
RBM8A
RP11-315I20.1
LIX1L
ANKRD34A
POLR3GL
TXNIP
RP11-458D21.1
NBPF10
NOTCH2NL
CH17-353B19.1
AC243756.1
CH17-408M7.1
NBPF12
PRKAB2
RP11-337C18.8
FMO5
CHD1L
LINC00624
BCL9
ACP6
GPR89B
XXyac-YX155B6.7
RP11-94I2.4
NBPF11
RP4-565E6.1
XXyac-YX155B6.5
RP11-495P10.6
RP11-495P10.5
RP11-495P10.3
RP6-74O6.6
LINC01138
RP11-495P10.1
AC245100.1
PPIAL4G
NBPF14
PDE4DIP
NBPF9
CH17-189H20.1
RP11-326G21.1
NBPF19
LINC00869
FAM231D
HIST2H2BF
RP11-196G18.3
HIST2H3D
HIST2H4A
HIST2H2AA3
HIST2H2BE
RP11-196G18.24
HIST2H2AA4
HIST2H4B
RP11-196G18.23
HIST2H2AC
HIST2H2AB
BOLA1
SV2A
SF3B4
MTMR11
OTUD7B
VPS45
PLEKHO1
ANP32E
RP4-790G17.7
CA14
APH1A
C1orf54
CIART
MRPS21
PRPF3
RPRD2
TARS2
ECM1
FALEC
RP11-54A4.2
ADAMTSL4
MCL1
ENSA
GOLPH3L
HORMAD1
CTSS
CTSK
ARNT
SETDB1
CERS2
RP11-316M1.12
RP11-316M1.3
ANXA9
FAM63A
PRUNE
BNIPL
C1orf56
CDC42SE1
MLLT11
GABPB2
SEMA6C
TNFAIP8L2
SCNM1
LYSMD1
TMOD4
VPS72
PIP5K1A
PSMD4
RP11-126K1.2
ZNF687
PI4KB
RFX5
RP11-126K1.6
SELENBP1
PSMB4
POGZ
CGN
TUFT1
SNX27
RP11-98D18.1
RIIAD1
RP11-98D18.15
MRPL9
OAZ3
RP11-98D18.3
RP11-98D18.16
TDRKH
RP11-98D18.9
RP11-98D18.17
LINGO4
RORC
C2CD4D
AL450992.2
THEM5
THEM4
S100A10
AL591893.1
S100A11
TCHH
RPTN
FLG-AS1
RP11-107M16.2
HRNR
FLG
FLG2
CRNN
LCE5A
LCE3C
CRCT1
LCE3E
LCE3D
LCE3A
LINC00302
C1orf68
LCE1E
LCE1C
LCE1B
IVL
LINC01527
SPRR4
SPRR1A
SPRR3
SPRR1B
SPRR2D
SPRR2A
SPRR2B
SPRR2E
SPRR2F
SPRR2G
RP1-140J1.1
PGLYRP3
PGLYRP4
S100A9
S100A12
S100A8
S100A7A
S100A7
BX470102.3
S100A6
S100A5
S100A4
S100A3
S100A2
S100A16
S100A14
S100A13
S100A1
RP1-178F15.4
CHTOP
SNAPIN
ILF2
NPR1
INTS3
SLC27A3
GATAD2B
DENND4B
CRTC2
SLC39A1
RP11-422P24.12
RP11-422P24.10
CREB3L4
JTB
RP11-422P24.11
RAB13
RPS27
NUP210L
TPM3
C1orf43
UBAP2L
HAX1
AQP10
ATP8B2
RP11-350G8.5
IL6R
SHE
RP11-350G8.9
UBE2Q1
CHRNB2
RP11-61L14.6
ADAR
KCNN3
PMVK
RP11-307C12.13
PBXIP1
PYGO2
RP11-307C12.12
SHC1
CKS1B
FLAD1
ZBTB7B
DCST2
RP11-307C12.11
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
MUC1
RP11-263K19.4
THBS3
MTX1
RP11-263K19.6
GBA
FAM189B
SCAMP3
CLK2
HCN3
FDPS
RUSC1-AS1
RUSC1
ASH1L
ASH1L-AS1
MSTO1
YY1AP1
DAP3
GON4L
SYT11
RIT1
KIAA0907
RXFP4
ARHGEF2
RP11-336K24.12
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1-BGLAP
PMF1
BGLAP
PAQR6
SMG5
TMEM79
GLMP
CCT3
TSACC
C1orf61
RP11-98G7.1
MEF2D
RP11-284F21.8
IQGAP3
TTC24
APOA1BP
GPATCH4
AL365181.2
RP11-284F21.9
BCAN
RP11-284F21.10
RP11-284F21.7
NES
RP11-66D17.3
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
SH2D2A
NTRK1
PEAR1
LRRC71
ARHGEF11
ETV3
FCRL2
KIRREL
RP11-404O13.1
CD1D
CD1C
PYHIN1
IFI16
AIM2
DUSP23
C1orf204
VSIG8
RP11-190A12.8
CFAP45
TAGLN2
IGSF9
SLAMF9
LINC01133
PIGM
RP11-536C5.2
IGSF8
ATP1A2
ATP1A4
RP11-536C5.7
PEA15
DCAF8
RP11-574F21.3
RP11-574F21.2
PEX19
COPA
NCSTN
NHLH1
VANGL2
CD84
RP11-404F10.2
CD48
SLAMF7
LY9
ITLN1
RP11-544M22.1
ITLN2
F11R
TSTD1
USF1
ARHGAP30
PVRL4
RP11-544M22.8
KLHDC9
PFDN2
NIT1
DEDD
UFC1
RP11-297K8.2
USP21
PPOX
B4GALT3
ADAMTS4
NDUFS2
FCER1G
APOA2
TOMM40L
NR1I3
PCP4L1
MPZ
SDHC
CFAP126
FCGR2A
HSPA6
FCRLA
FCRLB
DUSP12
RP11-474I16.8
ATF6
NOS1AP
C1orf226
SH2D1B
UHMK1
UAP1
DDR2
HSD17B7
CCDC190
RGS4
RGS5
RGS5.1
NUF2
PBX1
RP11-506O24.1
RXRG
RP11-306I1.2
MGST3
ALDH9A1
RP11-466F5.10
TMCO1
RP11-466F5.8
UCK2
RP11-525G13.2
FAM78B
POGK
TADA1
ILDR2
RP11-277B15.3
POU2F1
CD247
CREG1
RCSD1
MPZL1
ADCY10
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
XCL2
XCL1
RP1-10C16.1
LINC00626
LINC00970
ATP1B1
NME7
BLZF1
CCDC181
SLC19A2
RP1-206D15.6
F5
SELP
C1orf112
SELL
METTL18
SCYL3
KIFAP3
RP11-576I22.2
GORAB
PRRX1
RP1-79C4.4
FMO3
RP1-127D3.4
FMO4
PRRC2C
VAMP4
METTL13
DNM3
PIGC
C1orf105
SUCO
FASLG
RP3-471M13.2
TNFSF18
TNFSF4
RP11-296O14.3
PRDX6
SLC9C2
ANKRD45
KLHL20
CENPL
DARS2
GAS5-AS1
ZBTB37
SERPINC1
RC3H1
RP11-160H22.3
RP11-160H22.5
RABGAP1L
GPR52
CACYBP
MRPS14
KIAA0040
RP11-318C24.2
RFWD2
RP11-195C7.1
PAPPA2
ASTN1
SEC16B
RASAL2-AS1
RASAL2
TEX35
C1orf220
RP5-1098D14.1
RP11-428K3.1
RALGPS2
ANGPTL1
FAM20B
TOR3A
ABL2
SOAT1
AXDND1
TDRD5
RP11-12M5.3
TOR1AIP2
RP11-533E19.7
TOR1AIP1
RP11-533E19.5
CEP350
RP11-502H18.2
QSOX1
LHX4
ACBD6
OVAAL
XPR1
RP11-46A10.2
KIAA1614
RP11-46A10.5
KIAA1614-AS1
STX6
MR1
IER5
RP11-540K16.1
ZNF648
RP11-538D16.2
RP11-538D16.3
LINC01344
GLUL
RGSL1
RNASEL
RGS16
RP11-317P15.4
NPL
DHX9
LAMC1
LAMC2
NMNAT2
SMG7
NCF2
ARPC5
RGL1
COLGALT2
TSEN15
RP11-382D12.2
C1orf21
EDEM3
FAM129A
GS1-120K12.4
RNF2
TRMT1L
SWT1
IVNS1ABP
GS1-279B7.2
GS1-204I12.4
HMCN1
PRG4
TPR
C1orf27
OCLM
RP11-295K2.3
PDC
GS1-304P7.3
PTGS2
PACERR
PLA2G4A
RGS18
RGS2
LINC01032
UCHL5
TROVE2
RP11-101E13.5
GLRX2
CDC73
B3GALT2
LINC01031
KCNT2
CFH
CFHR3
CFHR1
CFHR4
ASPM
ZBTB41
CRB1
DENND1B
C1orf53
LHX9
NEK7
MIR181A1HG
NR5A2
LINC00862
ZNF281
RP11-121P12.1
KIF14
DDX59
RP11-92G12.3
CAMSAP2
C1orf106
KIF21B
RP11-168O16.1
ASCL5
TMEM9
IGFN1
PKP1
TNNT2
LAD1
RP11-27G14.4
PHLDA3
CSRP1
RP11-134G8.7
RP11-134G8.5
NAV1
IPO9-AS1
IPO9
SHISA4
RP11-307B6.3
LMOD1
TIMM17A
RNPEP
RP11-465N4.5
RP11-465N4.4
ELF3
GPR37L1
ARL8A
PTPN7
LGR6
UBE2T
PPP1R12B
SYT2
RP11-569A11.1
KDM5B
RP11-480I12.10
PCAT6
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
PPFIA4
ADORA1
CHI3L1
CHIT1
LINC01353
LINC01136
BTG2
FMOD
PRELP
ATP2B4
LAX1
ZC3H11A
ZBED6
SNRPE
LINC00303
SOX13
ETNK2
REN
KISS1
GOLT1A
PLEKHA6
PPP1R15B
PIK3C2B
MDM4
RP11-430C7.4
LRRN2
RP11-430C7.5
NFASC
CNTN2
TMEM81
RBBP5
DSTYK
TMCC2
NUAK2
KLHDC8A
LEMD1-AS1
LEMD1
BLACAT1
RP11-576D8.4
CDK18
MFSD4
ELK4
SLC45A3
NUCKS1
RAB29
SLC41A1
PM20D1
SLC26A9
RAB7B
CTSE
C1orf186
FAM72A
SRGAP2
IKBKE
C1orf147
RP11-534L20.5
RASSF5
EIF2D
RP11-343H5.6
DYRK3
MAPKAPK2
IL10
IL19
IL20
IL24
FCMR
PIGR
FCAMR
C1orf116
PFKFB2
YOD1
C4BPB
RP11-164O23.7
RP11-6J21.2
CD55
CR2
CR1
CR1L
CD46
C1orf132
CD34
PLXNA2
RP11-372M18.2
RP1-272L16.1
CAMK1G
LAMB3
RP1-28O10.1
G0S2
HSD11B1
TRAF3IP3
C1orf74
IRF6
DIEXF
SYT14
SERTAD4-AS1
SERTAD4
HHAT
RCOR3
TRAF5
LINC00467
SLC30A1
RP11-354K1.2
NEK2
RP11-122M14.1
LPGAT1
INTS7
DTL
RP11-15I11.2
PPP2R5A
RP11-384C4.7
TMEM206
NENF
RP11-61J19.5
ATF3
FAM71A
BATF3
NSL1
TATDN3
SPATA45
FLVCR1-AS1
FLVCR1
VASH2
ANGEL2
RPS6KC1
PROX1
SMYD2
PTPN14
CENPF
KCNK2
KCTD3
ESRRG
GPATCH2
SPATA17
RRP15
TGFB2-AS1
TGFB2
C1orf143
LYPLAL1-AS1
LYPLAL1
RP11-392O17.2
RP11-95P13.1
EPRS
BPNT1
IARS2
RAB3GAP2
MARK1
C1orf115
MARC2
MARC1
RNU6ATAC35P
LINC01352
HLX
DUSP10
RP11-191N8.2
RP11-815M8.1
RP11-400N13.2
RP11-400N13.3
RP11-400N13.1
RP11-358H9.1
RP11-378J18.9
HHIPL2
TAF1A
TAF1A-AS1
MIA3
RP11-378J18.8
AIDA
BROX
FAM177B
RP11-452F19.3
DISP1
TLR5
SUSD4
CAPN8
CAPN2
TP53BP2
RP11-504P24.9
FBXO28
DEGS1
RP11-365O16.6
NVL
CNIH4
WDR26
CNIH3
DNAH14
LBR
ENAH
SRP9
EPHX1
RP11-285F7.2
TMEM63A
PYCR2
SDE2
RP11-396C23.4
H3F3A
RP11-396C23.2
ACBD3
RP11-275I14.4
MIXL1
LIN9
PARP1
C1orf95
ITPKB
ITPKB-AS1
PSEN2
ADCK3
CDC42BPA
CTD-2090I13.1
ZNF678
SNAP47
JMJD4
WNT9A
WNT3A
RP5-881P19.7
ARF1
C1orf35
MRPL55
GUK1
GJC2
IBA57-AS1
IBA57
C1orf145
OBSCN
RP5-1139B12.2
TRIM11
TRIM17
